,Price,Kilometres,Year,Age of Car
799,18990,91165,2015.0,9.0
800,53888,75416,2015.0,9.0
801,14490,173427,2009.0,15.0
802,65990,15240,2021.0,3.0
803,6999,267362,2009.0,15.0
804,38950,84884,2015.0,9.0
805,19900,101884,2013.0,11.0
806,36800,71634,2014.0,10.0
807,29800,118045,2016.0,8.0
808,58888,58132,2018.0,6.0
809,66666,31188,2019.0,5.0
810,19990,184556,2011.0,13.0
811,19800,49427,2012.0,12.0
812,44990,138205,2006.0,18.0
813,36990,37118,2016.0,8.0
814,38990,100368,2019.0,5.0
815,44990,37350,2018.0,6.0
816,21990,83446,2016.0,8.0
817,98888,70517,2019.0,5.0
818,119888,32294,2020.0,4.0
819,17999,175040,2013.0,11.0
820,52800,58323,2019.0,5.0
821,11990,136937,2007.0,17.0
822,16999,214398,2011.0,13.0
823,18888,114009,2011.0,13.0
824,31888,57081,2018.0,6.0
825,79800,20816,2021.0,3.0
826,84800,36413,2018.0,6.0
827,29800,95522,2017.0,7.0
828,32800,79263,2013.0,11.0
829,89800,28119,2018.0,6.0
830,29990,105370,2015.0,9.0
831,32888,75532,2017.0,7.0
832,15980,186599,2006.0,18.0
833,86990,1598,2023.0,1.0
834,46680,63266,2017.0,7.0
835,17990,100393,2014.0,10.0
836,39800,79610,2016.0,8.0
837,19990,147300,2016.0,8.0
838,44999,101185,2016.0,8.0
839,22995,168282,2011.0,13.0
840,154000,- / -,2023.0,1.0
841,177990,16310,2021.0,3.0
842,80200,- / -,2023.0,1.0
843,83100,- / -,2023.0,1.0
844,34990,47779,2015.0,9.0
845,141900,- / -,2023.0,1.0
846,37900,52550,2019.0,5.0
847,12499,167860,2006.0,18.0
848,21990,116234,2012.0,12.0
849,299990,7403,2022.0,2.0
850,17999,113998,2014.0,10.0
851,15990,97025,2008.0,16.0
852,68800,- / -,2023.0,1.0
853,42800,150023,2019.0,5.0
854,24997,106962,2014.0,10.0
855,11999,190451,2010.0,14.0
856,94830,66679,2019.0,5.0
857,27490,94988,2015.0,9.0
858,18990,138520,2013.0,11.0
859,199900,1550,2022.0,2.0
860,109990,9143,2022.0,2.0
861,37888,92075,2017.0,7.0
862,16999,134371,2010.0,14.0
863,81100,- / -,2023.0,1.0
864,48888,119500,2018.0,6.0
865,12999,183426,2007.0,17.0
866,23999,85000,2014.0,10.0
867,9750,225869,2009.0,15.0
868,14500,213322,2008.0,16.0
869,23866,131173,2016.0,8.0
870,93880,57098,2019.0,5.0
871,15990,145738,2012.0,12.0
872,54990,23593,2019.0,5.0
873,26999,122924,2015.0,9.0
874,56988,75000,2018.0,6.0
875,9999,147501,2005.0,19.0
876,18999,184103,2010.0,14.0
877,74888,194,2022.0,2.0
878,9990,307826,2004.0,20.0
879,219888,2840,2022.0,2.0
880,29990,172125,2014.0,10.0
881,64800,29972,2021.0,3.0
882,294900,- / -,2023.0,1.0
883,227900,- / -,2023.0,1.0
884,35999,63000,2014.0,10.0
885,23950,163697,2011.0,13.0
886,38750,127307,2014.0,10.0
887,243980,1986,2023.0,1.0
888,73990,9789,2020.0,4.0
889,88100,- / -,2023.0,1.0
890,76990,22103,2022.0,2.0
891,97888,79000,2019.0,5.0
892,103900,1589,2023.0,1.0
893,47890,23956,2021.0,3.0
894,74990,23985,2019.0,5.0
895,88988,9200,2022.0,2.0
896,24990,120950,2013.0,11.0
897,176998,1598,2023.0,1.0
898,9999,118126,2005.0,19.0
899,52611,43723,2019.0,5.0
900,64988,9341,2022.0,2.0
901,99900,15872,2020.0,4.0
902,14990,105282,2006.0,18.0
903,24999,124100,2015.0,9.0
904,13990,294600,2008.0,16.0
905,29980,165711,2015.0,9.0
906,20800,183063,2014.0,10.0
907,24888,88200,2014.0,10.0
908,79990,81663,2016.0,8.0
909,24800,146319,2009.0,15.0
910,22990,84086,2013.0,11.0
911,57349,36730,2021.0,3.0
912,37950,105672,2016.0,8.0
913,43990,67000,2018.0,6.0
914,13990,237574,2002.0,22.0
915,24990,134221,2016.0,8.0
916,34990,180013,2016.0,8.0
917,37990,73826,2017.0,7.0
918,55990,59830,2018.0,6.0
919,24888,33841,2015.0,9.0
920,11999,138278,2004.0,20.0
921,24999,89496,2013.0,11.0
922,39990,110306,1975.0,49.0
923,14999,263222,2013.0,11.0
924,26990,173862,2015.0,9.0
925,3999,268205,2004.0,20.0
926,58950,100274,2016.0,8.0
927,69900,1550,2023.0,1.0
928,13999,177272,2010.0,14.0
929,79880,20000,2021.0,3.0
930,36990,77342,2017.0,7.0
931,31888,117220,2017.0,7.0
932,34888,87256,2016.0,8.0
933,24990,102446,2013.0,11.0
934,61998,26871,2021.0,3.0
935,48990,76891,2011.0,13.0
936,16999,94598,2014.0,10.0
937,66988,29206,2021.0,3.0
938,54990,22638,2020.0,4.0
939,29990,99881,2011.0,13.0
940,9990,144184,2007.0,17.0
941,33990,34452,2018.0,6.0
942,43000,173519,2002.0,22.0
943,11999,166217,2011.0,13.0
944,7999,140427,2006.0,18.0
945,99760,73526,2018.0,6.0
946,44999,44684,2019.0,5.0
947,74990,79832,2016.0,8.0
948,78995,37130,2020.0,4.0
949,45999,110539,2017.0,7.0
950,54990,93748,2016.0,8.0
951,37740,129523,2015.0,9.0
952,31995,135633,2015.0,9.0
953,14999,179420,2013.0,11.0
954,17220,125311,2008.0,16.0
955,21999,86845,2015.0,9.0
956,45800,47799,2018.0,6.0
957,49800,68335,2018.0,6.0
958,52990,93100,2014.0,10.0
959,49950,150,2022.0,2.0
960,34950,- / -,2023.0,1.0
961,49950,923,2022.0,2.0
962,209990,72425,2015.0,9.0
963,471718,- / -,2023.0,1.0
964,268888,39987,2018.0,6.0
965,119990,94380,2010.0,14.0
966,422600,- / -,2023.0,1.0
967,469990,2287,2020.0,4.0
968,159990,4800,2002.0,22.0
969,553600,- / -,2023.0,1.0
970,452670,- / -,2023.0,1.0
971,199900,53266,2015.0,9.0
972,99980,60919,2007.0,17.0
973,49990,93182,1985.0,39.0
974,81483,- / -,2023.0,1.0
975,126399,- / -,2023.0,1.0
976,33490,-,2023.0,1.0
977,36990,25,2023.0,1.0
978,31690,1652,2023.0,1.0
979,33490,-,2023.0,1.0
980,33490,-,2023.0,1.0
981,34890,2190,2023.0,1.0
982,7999,157000,2011.0,13.0
983,37690,20,2023.0,1.0
984,37590,20,2023.0,1.0
985,5990,59167,2013.0,11.0
986,31690,1909,2023.0,1.0
987,33490,-,2023.0,1.0
988,37690,-,2023.0,1.0
989,57990,127588,1997.0,27.0
990,304950,1450,2021.0,3.0
991,132990,15562,2022.0,2.0
992,128888,5375,2022.0,2.0
993,198880,43975,1990.0,34.0
994,127990,71792,2020.0,4.0
995,121998,41427,2021.0,3.0
996,315888,14,2022.0,2.0
997,129990,32594,2021.0,3.0
998,19999,117552,1989.0,35.0
999,149990,12057,2022.0,2.0
1000,145900,40096,2021.0,3.0
1001,115990,40017,2021.0,3.0
1002,19998,175774,2012.0,12.0
1003,39990,121688,2014.0,10.0
1004,42877,79699,2017.0,7.0
1005,74888,15587,2019.0,5.0
1006,29999,32409,2010.0,14.0
1007,7999,152721,2009.0,15.0
1008,71990,40900,2021.0,3.0
1009,57950,130151,2019.0,5.0
1010,21999,165668,2012.0,12.0
1011,15999,234819,2012.0,12.0
1012,71950,59700,2017.0,7.0
1013,61950,138591,2019.0,5.0
1014,1895,129863,2008.0,16.0
1015,11999,130910,2009.0,15.0
1016,3750,92354,2008.0,16.0
1017,15199,154888,2008.0,16.0
1018,8999,154289,2002.0,22.0
1019,8999,125000,2008.0,16.0
1020,26999,119191,2012.0,12.0
1021,19988,107011,2007.0,17.0
1022,7985,173158,2002.0,22.0
1023,64880,39896,2019.0,5.0
1024,33990,178447,2012.0,12.0
1025,33999,159016,2013.0,11.0
1026,48888,125422,2019.0,5.0
1027,22888,89803,2012.0,12.0
1028,10990,202425,2015.0,9.0
1029,8990,107240,2011.0,13.0
1030,59590,11,2022.0,2.0
1031,10990,114592,2012.0,12.0
1032,54990,- / -,2023.0,1.0
1033,9777,82680,2013.0,11.0
1034,9999,112912,2011.0,13.0
1035,16999,142054,2016.0,8.0
1036,19990,101686,2015.0,9.0
1037,17880,83656,2016.0,8.0
1038,22995,98969,2017.0,7.0
1039,24980,78880,2017.0,7.0
1040,22990,58963,2018.0,6.0
1041,16990,92863,2017.0,7.0
1042,19980,87629,2013.0,11.0
1043,67990,1000,2022.0,2.0
1044,69990,1000,2022.0,2.0
1045,66750,- / -,2023.0,1.0
1046,61880,2766,2022.0,2.0
1047,63990,1000,2022.0,2.0
1048,61880,1686,2022.0,2.0
1049,67990,1000,2022.0,2.0
1050,60990,10567,2022.0,2.0
1051,69990,1000,2022.0,2.0
1052,900,310000,1998.0,26.0
1053,22888,23745,1997.0,27.0
1054,26888,7403,2015.0,9.0
1055,9990,28647,1990.0,34.0
1056,32850,17,2022.0,2.0
1057,26750,-,2022.0,2.0
1058,25999,39,2022.0,2.0
1059,33888,19730,2019.0,5.0
1060,28988,29,2022.0,2.0
1061,36888,83661,2018.0,6.0
1062,24999,35,2022.0,2.0
1063,27999,30,2017.0,7.0
1064,29888,99999,1979.0,45.0
1065,8999,167735,2010.0,14.0
1066,12995,181199,2008.0,16.0
1067,15886,58622,2013.0,11.0
1068,17990,115015,2015.0,9.0
1069,179990,28765,2008.0,16.0
1070,11501,149010,2010.0,14.0
1071,12999,100959,2009.0,15.0
1072,15995,135077,2015.0,9.0
1073,13990,178927,2007.0,17.0
1074,10999,147589,2012.0,12.0
1075,9980,193853,2008.0,16.0
1076,11999,97222,2014.0,10.0
1077,12990,215210,2007.0,17.0
1078,69990,103022,2012.0,12.0
1079,59950,157266,2010.0,14.0
1080,34950,238000,2004.0,20.0
1081,57957,134003,2010.0,14.0
1082,38990,134831,2010.0,14.0
1083,1500000,9902,1959.0,65.0
1084,610000,- / -,2023.0,1.0
1085,219880,47381,2001.0,23.0
1086,259880,49233,2005.0,19.0
1087,579888,11480,2019.0,5.0
1088,349990,12162,2017.0,7.0
1089,329900,14788,2008.0,16.0
1090,209990,81158,2010.0,14.0
1091,10990,143297,2014.0,10.0
1092,19999,64250,2015.0,9.0
1093,11900,88000,2015.0,9.0
1094,9995,64179,2012.0,12.0
1095,36888,83796,2016.0,8.0
1096,21950,40532,2020.0,4.0
1097,17990,83574,2013.0,11.0
1098,10990,75164,2013.0,11.0
1099,20800,16222,2019.0,5.0
1100,8990,75631,2014.0,10.0
1101,13800,43981,2014.0,10.0
1102,11400,62305,2014.0,10.0
1103,15990,96260,2017.0,7.0
1104,17999,31760,2016.0,8.0
1105,26995,22,2022.0,2.0
1106,14990,49060,2015.0,9.0
1107,9800,79452,2015.0,9.0
1108,8990,188475,2013.0,11.0
1109,29995,25,2022.0,2.0
1110,9999,179841,2013.0,11.0
1111,9766,100550,2014.0,10.0
1112,10950,168700,2013.0,11.0
1113,18999,90192,2015.0,9.0
1114,14888,87300,2014.0,10.0
1115,15990,169433,2013.0,11.0
1116,16999,119390,2017.0,7.0
1117,38888,24355,2018.0,6.0
1118,10990,260818,2009.0,15.0
1119,129975,138900,2016.0,8.0
1120,26527,17,2022.0,2.0
1121,34975,188016,2017.0,7.0
1122,10999,104975,2015.0,9.0
1123,14990,100304,2013.0,11.0
1124,11999,204242,2013.0,11.0
1125,14990,151867,2014.0,10.0
1126,19999,105561,2015.0,9.0
1127,14989,163022,2015.0,9.0
1128,20999,230186,2012.0,12.0
1129,9990,122220,2011.0,13.0
1130,13999,285855,2011.0,13.0
1131,34999,121100,2015.0,9.0
1132,49980,57096,2015.0,9.0
1133,14990,93500,2013.0,11.0
1134,7990,170000,2010.0,14.0
1135,54990,59236,2019.0,5.0
1136,44990,60456,2016.0,8.0
1137,38990,88961,2016.0,8.0
1138,60888,64384,2019.0,5.0
1139,17990,104745,2016.0,8.0
1140,25990,142698,2016.0,8.0
1141,15995,171996,2012.0,12.0
1142,12800,279630,2010.0,14.0
1143,25890,136868,2012.0,12.0
1144,43990,135122,2016.0,8.0
1145,21990,138852,2015.0,9.0
1146,13888,205317,2008.0,16.0
1147,63800,61809,2015.0,9.0
1148,41980,73491,2020.0,4.0
1149,49990,80155,2016.0,8.0
1150,29890,145239,2009.0,15.0
1151,63990,17074,2022.0,2.0
1152,11990,84923,2000.0,24.0
1153,33990,28180,2021.0,3.0
1154,72888,18412,2022.0,2.0
1155,47990,152415,2018.0,6.0
1156,39990,67386,2018.0,6.0
1157,11990,130596,2011.0,13.0
1158,34950,274408,2016.0,8.0
1159,7499,293168,2006.0,18.0
1160,36990,75406,2018.0,6.0
1161,15000,161538,2003.0,21.0
1162,29990,155701,2017.0,7.0
1163,14999,121000,2014.0,10.0
1164,46990,223165,2019.0,5.0
1165,5750,271505,2005.0,19.0
1166,35780,124000,2014.0,10.0
1167,25990,157298,2018.0,6.0
1168,8995,173586,2010.0,14.0
1169,14999,214010,2012.0,12.0
1170,34470,91057,2019.0,5.0
1171,8999,165417,2015.0,9.0
1172,7990,145800,2010.0,14.0
1173,8499,252528,2007.0,17.0
1174,17990,191532,2010.0,14.0
1175,14999,231000,2010.0,14.0
1176,39499,75041,2017.0,7.0
1177,46990,94810,2015.0,9.0
1178,42990,79968,2020.0,4.0
1179,36950,208293,2019.0,5.0
1180,5888,196000,2007.0,17.0
1181,78777,9865,2022.0,2.0
1182,34998,73906,2019.0,5.0
1183,36990,197633,2017.0,7.0
1184,44990,75228,2015.0,9.0
1185,6999,170296,2006.0,18.0
1186,33705,30553,2019.0,5.0
1187,39990,160928,2018.0,6.0
1188,59990,11487,2020.0,4.0
1189,14990,159295,2009.0,15.0
1190,45987,88819,2015.0,9.0
1191,5899,225536,2006.0,18.0
1192,14488,238740,2012.0,12.0
1193,8999,203910,2004.0,20.0
1194,23998,59133,2017.0,7.0
1195,46990,84298,2017.0,7.0
1196,7490,237961,2013.0,11.0
1197,22990,124371,2016.0,8.0
1198,15999,192433,2016.0,8.0
1199,68990,1550,2022.0,2.0
1200,24900,243000,2016.0,8.0
1201,23750,239156,2015.0,9.0
1202,17999,171393,2011.0,13.0
1203,22995,145129,2015.0,9.0
1204,38999,163415,2017.0,7.0
1205,47120,93439,2019.0,5.0
1206,19990,265147,2015.0,9.0
1207,11990,98016,2008.0,16.0
1208,62990,26634,2018.0,6.0
1209,50888,4341,2022.0,2.0
1210,59990,15347,2019.0,5.0
1211,4950,279205,2010.0,14.0
1212,149990,1500,2021.0,3.0
1213,59990,27951,2019.0,5.0
1214,14990,150236,2013.0,11.0
1215,22990,94600,2015.0,9.0
1216,34790,214844,2017.0,7.0
1217,12999,259765,2012.0,12.0
1218,8990,146862,2008.0,16.0
1219,15990,162341,2009.0,15.0
1220,56990,19790,2021.0,3.0
1221,34990,55812,2019.0,5.0
1222,74990,33659,2021.0,3.0
1223,15990,161023,2014.0,10.0
1224,20950,121025,2011.0,13.0
1225,16750,119078,2012.0,12.0
1226,21999,198231,2013.0,11.0
1227,48888,96954,2017.0,7.0
1228,28997,202000,2014.0,10.0
1229,23999,261533,2018.0,6.0
1230,10990,82683,2011.0,13.0
1231,48888,110585,2018.0,6.0
1232,8999,281060,2004.0,20.0
1233,47988,95328,2018.0,6.0
1234,34950,152807,2018.0,6.0
1235,35999,198000,2016.0,8.0
1236,47980,90757,2018.0,6.0
1237,34990,192405,2017.0,7.0
1238,27800,22300,2020.0,4.0
1239,31990,11393,2021.0,3.0
1240,17990,184000,2011.0,13.0
1241,26990,276343,2016.0,8.0
1242,40980,91873,2020.0,4.0
1243,8913,227646,2011.0,13.0
1244,36990,196114,2017.0,7.0
1245,54990,12378,2021.0,3.0
1246,15999,123084,2008.0,16.0
1247,14987,270663,2013.0,11.0
1248,28990,27565,2022.0,2.0
1249,39990,56124,2019.0,5.0
1250,23999,178200,2012.0,12.0
1251,41490,131466,2017.0,7.0
1252,9850,227000,2011.0,13.0
1253,29999,108767,2017.0,7.0
1254,23913,167122,2013.0,11.0
1255,56800,7051,2022.0,2.0
1256,22990,134107,2016.0,8.0
1257,8990,268645,2008.0,16.0
1258,8000,209000,2013.0,11.0
1259,13499,159685,2012.0,12.0
1260,49995,57694,2017.0,7.0
1261,23800,226969,2015.0,9.0
1262,17990,192356,2011.0,13.0
1263,52999,131335,2017.0,7.0
1264,31990,187148,2017.0,7.0
1265,71990,62417,2019.0,5.0
1266,51990,140644,2018.0,6.0
1267,43990,104549,2017.0,7.0
1268,35999,111477,2017.0,7.0
1269,41990,175844,2017.0,7.0
1270,39990,176856,2020.0,4.0
1271,55990,39000,2019.0,5.0
1272,37990,138989,2018.0,6.0
1273,53990,12810,2021.0,3.0
1274,44990,95369,2017.0,7.0
1275,18990,156832,2016.0,8.0
1276,63990,29083,2021.0,3.0
1277,7990,215600,2006.0,18.0
1278,61850,11315,2022.0,2.0
1279,13990,243225,2011.0,13.0
1280,41990,13467,2022.0,2.0
1281,44990,54092,2017.0,7.0
1282,26990,213031,2014.0,10.0
1283,22999,293051,2016.0,8.0
1284,36390,- / -,2023.0,1.0
1285,67990,- / -,2023.0,1.0
1286,10490,243541,2010.0,14.0
1287,59990,20401,2022.0,2.0
1288,36950,56644,2019.0,5.0
1289,44990,159988,2017.0,7.0
1290,59990,15507,2022.0,2.0
1291,65999,28880,2021.0,3.0
1292,64705,33304,2018.0,6.0
1293,46999,64419,2016.0,8.0
1294,21750,239542,2018.0,6.0
1295,28999,103843,2018.0,6.0
1296,27986,214634,2014.0,10.0
1297,28999,248145,2016.0,8.0
1298,20990,159945,2014.0,10.0
1299,30990,212109,2016.0,8.0
1300,11990,161847,2009.0,15.0
1301,36999,137497,2016.0,8.0
1302,14995,105228,2013.0,11.0
1303,19990,113496,2013.0,11.0
1304,44990,84305,2017.0,7.0
1305,47888,127846,2019.0,5.0
1306,59873,8526,2022.0,2.0
1307,57999,69860,2018.0,6.0
1308,43490,88001,2017.0,7.0
1309,5990,229860,2007.0,17.0
1310,47990,144727,2018.0,6.0
1311,48800,132249,2019.0,5.0
1312,33997,221150,2017.0,7.0
1313,37888,187296,2016.0,8.0
1314,134990,180515,2015.0,9.0
1315,49500,107102,2017.0,7.0
1316,49990,118269,2019.0,5.0
1317,45990,61360,2016.0,8.0
1318,26990,271216,2015.0,9.0
1319,30999,196922,2020.0,4.0
1320,25999,100992,2019.0,5.0
1321,6670,208002,2009.0,15.0
1322,31999,130153,2014.0,10.0
1323,10490,217470,2008.0,16.0
1324,12990,141130,2013.0,11.0
1325,18999,83075,2018.0,6.0
1326,57980,33154,2021.0,3.0
1327,5990,212085,2001.0,23.0
1328,10990,209499,2007.0,17.0
1329,64990,33587,2020.0,4.0
1330,12750,107602,2016.0,8.0
1331,44900,84301,2016.0,8.0
1332,18990,300903,2014.0,10.0
1333,7450,128875,2002.0,22.0
1334,44990,105765,2019.0,5.0
1335,234990,461,2017.0,7.0
1336,65990,23358,2021.0,3.0
1337,10990,179558,2010.0,14.0
1338,55990,44083,2020.0,4.0
1339,32990,94557,2018.0,6.0
1340,30999,189253,2020.0,4.0
1341,12999,164358,2014.0,10.0
1342,32888,165454,2015.0,9.0
1343,11750,163333,2008.0,16.0
1344,59888,61248,2021.0,3.0
1345,36999,101158,2018.0,6.0
1346,28990,29866,2020.0,4.0
1347,18990,224555,2015.0,9.0
1348,52990,76202,2019.0,5.0
1349,37990,134266,2019.0,5.0
1350,28995,194655,2015.0,9.0
1351,23990,229327,2016.0,8.0
1352,22990,105378,2013.0,11.0
1353,35888,109070,2018.0,6.0
1354,7999,142462,2008.0,16.0
1355,10950,71721,2012.0,12.0
1356,67500,409184,1993.0,31.0
1357,22850,207949,2017.0,7.0
1358,79900,179999,2002.0,22.0
1359,29995,87247,2013.0,11.0
1360,32990,106099,2017.0,7.0
1361,21990,111040,2015.0,9.0
1362,53977,48652,2017.0,7.0
1363,15990,34802,2013.0,11.0
1364,88990,13260,2022.0,2.0
1365,49900,115822,2018.0,6.0
1366,14499,242000,2011.0,13.0
1367,26490,137752,2008.0,16.0
1368,14990,285000,2005.0,19.0
1369,3999,330278,2001.0,23.0
1370,37990,46193,2018.0,6.0
1371,35999,80986,2014.0,10.0
1372,58888,45302,2020.0,4.0
1373,9900,210454,2010.0,14.0
1374,17999,146581,2012.0,12.0
1375,42000,180588,2018.0,6.0
1376,10999,156340,2011.0,13.0
1377,42990,114654,2018.0,6.0
1378,17990,272300,2013.0,11.0
1379,47130,- / -,2023.0,1.0
1380,29888,47594,2018.0,6.0
1381,41990,113991,2016.0,8.0
1382,16990,192388,2013.0,11.0
1383,52990,26409,2018.0,6.0
1384,16888,174113,2011.0,13.0
1385,30988,81500,2018.0,6.0
1386,18990,86655,2014.0,10.0
1387,21990,235718,2014.0,10.0
1388,59990,42279,2017.0,7.0
1389,21990,254121,2012.0,12.0
1390,9990,132965,2014.0,10.0
1391,27980,223750,2015.0,9.0
1392,11950,195242,2013.0,11.0
1393,29990,172489,2015.0,9.0
1394,12900,382463,1990.0,34.0
1395,53990,30182,2018.0,6.0
1396,43499,97873,2018.0,6.0
1397,34990,115150,2018.0,6.0
1398,21990,194185,2004.0,20.0
1399,27990,190896,2017.0,7.0
1400,46990,96852,2019.0,5.0
1401,38950,69402,2019.0,5.0
1402,47990,89541,2016.0,8.0
1403,26990,133168,2013.0,11.0
1404,22498,164748,2016.0,8.0
1405,12999,129000,2009.0,15.0
1406,79990,18936,2020.0,4.0
1407,6999,175861,2007.0,17.0
1408,65498,29889,2019.0,5.0
1409,12999,87419,2014.0,10.0
1410,36999,98700,2016.0,8.0
1411,18800,118699,2010.0,14.0
1412,13990,215400,2007.0,17.0
1413,9990,254584,2006.0,18.0
1414,12950,248457,2012.0,12.0
1415,32888,21436,2021.0,3.0
1416,57999,82702,2019.0,5.0
1417,45990,90344,2019.0,5.0
1418,5490,306071,2003.0,21.0
1419,8990,183987,2011.0,13.0
1420,41990,86285,2017.0,7.0
1421,14999,274000,2013.0,11.0
1422,9999,368556,2006.0,18.0
1423,19990,282575,2013.0,11.0
1424,14999,219939,2013.0,11.0
1425,16999,198943,2015.0,9.0
1426,65888,75908,2019.0,5.0
1427,10990,167698,2014.0,10.0
1428,9499,189976,2008.0,16.0
1429,41990,138047,2016.0,8.0
1430,45888,144410,2016.0,8.0
1431,6880,206993,2014.0,10.0
1432,21990,152443,2014.0,10.0
1433,7999,205240,2011.0,13.0
1434,12990,67590,2013.0,11.0
1435,62990,36009,2021.0,3.0
1436,38990,152575,2018.0,6.0
1437,12999,95688,2010.0,14.0
1438,19990,217769,2016.0,8.0
1439,59990,62182,2021.0,3.0
1440,36990,108352,2016.0,8.0
1441,8950,173839,2007.0,17.0
1442,18990,186236,2008.0,16.0
1443,18980,84077,2015.0,9.0
1444,22950,79214,2017.0,7.0
1445,36987,132051,2016.0,8.0
1446,29990,171059,2017.0,7.0
1447,46988,130947,2019.0,5.0
1448,11990,240441,2011.0,13.0
1449,12500,152426,2004.0,20.0
1450,47990,86123,2016.0,8.0
1451,54990,67665,2019.0,5.0
1452,12995,90730,2012.0,12.0
1453,8995,144914,2011.0,13.0
1454,15990,123606,2016.0,8.0
1455,67990,79145,2019.0,5.0
1456,36000,141000,2013.0,11.0
1457,13488,237191,2012.0,12.0
1458,10990,249825,2013.0,11.0
1459,63999,20018,2018.0,6.0
1460,23990,81700,2019.0,5.0
1461,28990,228294,2015.0,9.0
1462,46950,106441,2018.0,6.0
1463,41499,136150,2006.0,18.0
1464,15950,202408,2014.0,10.0
1465,16999,173786,2015.0,9.0
1466,14990,210198,2013.0,11.0
1467,7950,178309,2009.0,15.0
1468,21990,239000,2014.0,10.0
1469,49900,20322,2021.0,3.0
1470,4999,179138,2007.0,17.0
1471,15980,155547,2011.0,13.0
1472,16999,94965,2016.0,8.0
1473,159990,73500,2002.0,22.0
1474,16999,160586,2012.0,12.0
1475,64990,49201,2021.0,3.0
1476,11999,98079,2013.0,11.0
1477,27990,32839,2021.0,3.0
1478,69988,21786,2022.0,2.0
1479,39990,118487,2017.0,7.0
1480,45990,132795,2017.0,7.0
1481,49990,75692,2018.0,6.0
1482,21990,192000,2016.0,8.0
1483,11950,177247,2010.0,14.0
1484,27990,25603,2017.0,7.0
1485,11420,107752,2011.0,13.0
1486,24990,116752,2016.0,8.0
1487,28990,14940,2022.0,2.0
1488,9995,305593,2008.0,16.0
1489,78999,14646,2022.0,2.0
1490,54990,4586,2022.0,2.0
1491,34980,98058,2018.0,6.0
1492,10990,93506,2014.0,10.0
1493,16880,306461,2011.0,13.0
1494,23999,248442,2018.0,6.0
1495,29995,125047,2012.0,12.0
1496,29990,8645,2021.0,3.0
1497,35888,30442,2019.0,5.0
1498,47990,45837,2019.0,5.0
1499,15777,199133,2013.0,11.0
1500,12400,76289,2014.0,10.0
1501,7488,295414,2007.0,17.0
1502,54990,3027,2022.0,2.0
1503,59998,58710,2021.0,3.0
1504,41950,109818,2020.0,4.0
1505,10987,35222,2013.0,11.0
1506,29900,30347,2017.0,7.0
1507,62990,45666,2020.0,4.0
1508,27990,178749,2017.0,7.0
1509,17411,55075,2015.0,9.0
1510,16990,167230,2016.0,8.0
1511,10990,187500,2012.0,12.0
1512,16990,95885,2013.0,11.0
1513,39880,87121,2010.0,14.0
1514,14999,87440,2008.0,16.0
1515,35990,151974,2019.0,5.0
1516,33990,4272,2022.0,2.0
1517,45990,159175,2018.0,6.0
1518,38995,121605,2015.0,9.0
1519,43990,56459,2019.0,5.0
1520,50990,81566,2018.0,6.0
1521,19990,182040,2013.0,11.0
1522,37880,65256,2018.0,6.0
1523,44990,40636,2020.0,4.0
1524,6999,193852,2007.0,17.0
1525,9990,218000,2008.0,16.0
1526,24990,108940,2012.0,12.0
1527,14990,322249,2010.0,14.0
1528,16995,171093,2012.0,12.0
1529,43990,66131,2018.0,6.0
1530,8990,181244,2007.0,17.0
1531,23990,202690,2016.0,8.0
1532,9990,199450,2007.0,17.0
1533,6999,291472,2004.0,20.0
1534,49990,143738,2018.0,6.0
1535,52888,16386,2020.0,4.0
1536,37880,155359,2017.0,7.0
1537,49990,76539,2017.0,7.0
1538,17990,198246,2015.0,9.0
1539,23950,82338,2016.0,8.0
1540,39990,176988,2019.0,5.0
1541,48999,13060,2022.0,2.0
1542,7999,233573,2005.0,19.0
1543,31990,120066,2019.0,5.0
1544,14999,217000,2008.0,16.0
1545,47990,95608,2018.0,6.0
1546,56998,111825,2020.0,4.0
1547,26888,117686,2016.0,8.0
1548,29280,231023,2013.0,11.0
1549,14995,198682,2012.0,12.0
1550,89950,60510,2008.0,16.0
1551,16999,157563,2012.0,12.0
1552,12999,109800,2016.0,8.0
1553,24873,59680,2018.0,6.0
1554,8999,274918,2010.0,14.0
1555,21990,114123,2012.0,12.0
1556,9999,96391,2011.0,13.0
1557,8990,155269,2003.0,21.0
1558,15800,241240,2011.0,13.0
1559,86990,15488,2022.0,2.0
1560,50695,60125,2019.0,5.0
1561,10990,303453,2011.0,13.0
1562,37990,169525,2016.0,8.0
1563,13995,102000,2015.0,9.0
1564,12536,188921,2010.0,14.0
1565,56990,15310,2021.0,3.0
1566,39950,136903,2017.0,7.0
1567,27990,177060,2014.0,10.0
1568,6499,202495,2008.0,16.0
1569,18999,190195,2004.0,20.0
1570,41990,75210,2015.0,9.0
1571,8990,125699,2008.0,16.0
1572,14900,93000,2015.0,9.0
1573,9990,180159,2004.0,20.0
1574,56990,67813,2019.0,5.0
1575,57980,6830,2016.0,8.0
1576,17990,164674,2010.0,14.0
1577,7999,169523,2008.0,16.0
1578,15999,130826,2011.0,13.0
1579,36990,61948,2019.0,5.0
1580,31777,168954,2016.0,8.0
1581,34950,166220,2019.0,5.0
1582,54990,33980,2017.0,7.0
1583,32999,167746,2016.0,8.0
1584,22995,175802,2012.0,12.0
1585,29950,102890,2015.0,9.0
