VehicleID,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
6352,Kia,2021,Cerato,2021 Kia Cerato GT Safety Pack,USED,Automatic,1.6,Front,Unleaded,6.8,18808,Silver / Black,"Arncliffe, NSW",4.0,Sedan,4,5,34990
6353,Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,119718,Red / Cloth,"Phillip, ACT",4.0,Sedan,4,5,14999
6354,Kia,2016,Sportage,2016 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,90301,Blue / Black,"Bibra Lake, WA",4.0,SUV,4,5,24888
6355,Kia,2020,Carnival,2020 Kia Carnival S,USED,Automatic,2.2,Front,Diesel,7.6,60188,White / Grey,"Nowra, NSW",4.0,Wagon,4,8,39990
6356,Kia,2004,RIO,2004 Kia RIO,USED,Automatic,1.5,Front,Unleaded,8.3,154083,White / Black,"Penrith, NSW",4.0,Hatchback,5,5,5999
6358,Kia,2022,Cerato,2022 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,23999,White / Black,"Hoppers Crossing, VIC",4.0,Hatchback,5,5,28990
6359,Kia,2022,Cerato,2022 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,19089,White / Black,"Hoppers Crossing, VIC",4.0,Hatchback,5,5,29990
6364,Kia,2021,Picanto,2021 Kia Picanto GT-Line (pe),USED,Automatic,1.2,Front,Unleaded,5.8,20325,Red / Cloth,"Mornington, VIC",4.0,Hatchback,5,5,19777
6365,Kia,2010,Sportage,2010 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,233494,Brown / Black,"Lonsdale, SA",4.0,SUV,4,5,10999
6366,Kia,2010,Grand,2010 Kia Grand Carnival Platinum,USED,Automatic,3.8,Front,Unleaded,12.8,195900,Silver / Grey,"Waratah, NSW",6.0,Wagon,4,8,10990
6371,Kia,2022,Carnival,2022 Kia Carnival SI,USED,Automatic,2.2,Front,Diesel,6.5,15096,Black / 2022/09,"Dandenong South, VIC",4.0,Wagon,4,8,56990
6373,Kia,2012,Optima,2012 Kia Optima Platinum,USED,Automatic,2.4,Front,Unleaded,7.9,149989,Grey / Black,"Hoppers Crossing, VIC",4.0,Sedan,4,5,19990
6374,Kia,2011,Sportage,2011 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,97196,Silver / Grey,"Preston, VIC",4.0,SUV,4,5,16670
6376,Kia,2019,Cerato,2019 Kia Cerato S (AV),USED,Automatic,2.0,Front,Unleaded,7.4,79233,White / Black  Cloth,"Frankston, VIC",4.0,Hatchback,5,5,21000
6377,Kia,2021,Cerato,2021 Kia Cerato Sport+ Safety Pack,USED,Automatic,2.0,Front,Unleaded,7.4,54577,Red / Red,"Ballarat, VIC",4.0,Hatchback,5,5,32990
6379,Kia,2016,Cerato,2016 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.1,96006,Blue / Black,"Hamilton North, NSW",4.0,Hatchback,5,5,15690
6381,Kia,2020,RIO,2020 Kia RIO GT-Line,USED,Automatic,1.0,Front,Unleaded,5.4,1842,Grey / Black,"Kelvin Grove, QLD",3.0,Hatchback,5,5,27990
6382,Kia,2014,Sportage,2014 Kia Sportage SI (fwd),USED,Manual,2.0,Front,Unleaded,8.7,162211,Grey / Black,"Wauchope, NSW",4.0,SUV,4,5,13750
6387,Kia,2016,Sorento,2016 Kia Sorento Platinum (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,109900,White / Black,"Hume, ACT",4.0,SUV,4,7,29990
6388,Kia,2019,Cerato,2019 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,68388,Silver / Black,"Cessnock, NSW",4.0,Hatchback,5,5,24990
6389,Kia,2009,Sorento,2009 Kia Sorento LX,USED,Manual,2.5,4WD,Diesel,8.5,253390,Grey / Grey,"Altona North, VIC",4.0,SUV,4,5,7999
6390,Kia,2014,Sportage,2014 Kia Sportage Platinum (awd),USED,Automatic,2.0,AWD,Unleaded,8.8,55815,Brown / Black,"Berwick, VIC",4.0,SUV,4,5,24990
6391,Kia,2019,Sportage,2019 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,64424,Silver / Black,"Lismore, NSW",4.0,SUV,4,5,29995
6392,Kia,2018,Sorento,2018 Kia Sorento GT-Line (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,88895,White / Black Leather,"Lilydale, VIC",4.0,SUV,4,7,41999
6393,Kia,2022,Stonic,2022 Kia Stonic S,USED,Automatic,1.4,Front,Unleaded,6.7,25041,Red / Black,"Derwent Park, TAS",4.0,SUV,4,5,25990
6395,Kia,2019,Cerato,2019 Kia Cerato GT (turbo),USED,Automatic,1.6,Front,Unleaded,6.8,24950,Silver / Black,"Clarkson, WA",4.0,Hatchback,5,5,29990
6396,Kia,2017,Cerato,2017 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.1,101146,Grey / Cloth,"Phillip, ACT",4.0,Sedan,4,5,18900
6397,Kia,2018,Picanto,2018 Kia Picanto S (aeb),USED,Automatic,1.2,Front,Unleaded,5.8,72255,White / Black,"Cheltenham, VIC",4.0,Hatchback,5,5,15990
6398,Kia,2022,Cerato,2022 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,11721,White / Black,"Hoppers Crossing, VIC",4.0,Sedan,4,5,31990
6399,Kia,2016,RIO,2016 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.3,93684,Red / Cloth,"Ipswich, QLD",4.0,Hatchback,5,5,15886
6401,Kia,2015,Sorento,2015 Kia Sorento SLI (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,99530,White / Black,"East Maitland, NSW",4.0,SUV,4,7,29986
6402,Kia,2010,Sorento,2010 Kia Sorento SI (4X2),USED,Automatic,2.3,Front,Unleaded,9.2,179000,Silver / Black  Cloth,"Saint Marys, SA",4.0,SUV,4,7,9990
6406,Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,72875,Black / Cloth,"Epping, VIC",4.0,Hatchback,5,5,19705
6408,Kia,2017,Picanto,2017 Kia Picanto SI,USED,Automatic,1.2,Front,Unleaded,5.3,124286,Yellow / Grey,"Croydon, NSW",4.0,Hatchback,5,5,14990
6411,Kia,2021,Carnival,2021 Kia Carnival Platinum,USED,Automatic,3.5,Front,Unleaded,9.6,69476,Black / Black,"Liverpool, NSW",6.0,Wagon,4,8,64888
6412,Kia,2020,Sportage,2020 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,35734,Grey / Black,"Ferntree Gully, VIC",4.0,SUV,4,5,33888
6414,Kia,2017,Sorento,2017 Kia Sorento Sport (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,99851,Grey / Black,"Smeaton Grange, NSW",4.0,SUV,4,7,32888
6415,Kia,2014,Sportage,2014 Kia Sportage SI Premium (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,120673,Black / Black,"Ringwood, VIC",4.0,SUV,4,5,22963
6417,Kia,2021,Sportage,2021 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,34505,White / Black,"Burwood, VIC",4.0,SUV,4,5,30890
6421,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,23493,White / Black,"Shepparton, VIC",4.0,Hatchback,5,5,27490
6425,Kia,2016,Sportage,2016 Kia Sportage Platinum (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,82489,Blue / Black Leather,"Berwick, VIC",4.0,SUV,4,5,30498
6426,Kia,2021,Sportage,2021 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,32412,Black / Black Cloth,"Burwood, VIC",4.0,SUV,4,5,30890
6427,Kia,2017,Stinger,2017 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,66104,Black / Red,"Arncliffe, NSW",6.0,Sedan,4,5,42990
6432,Kia,2015,Sorento,2015 Kia Sorento Platinum (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,82177,White / Black,"Rocklea, QLD",4.0,SUV,4,7,32135
6433,Kia,2018,Cerato,2018 Kia Cerato Sport+,USED,Automatic,2.0,Front,Unleaded,7.2,97041,White / Black,"Brown Hill, VIC",4.0,Sedan,4,5,21990
6434,Kia,2019,Picanto,2019 Kia Picanto S (aeb),USED,Automatic,1.2,Front,Unleaded,5.8,22868,Black / Cloth,"Phillip, ACT",4.0,Hatchback,5,5,18800
6436,Kia,2019,Cerato,2019 Kia Cerato GT (turbo),USED,Automatic,1.6,Front,Unleaded,6.8,23697,Silver / Black,"Echuca, VIC",4.0,Hatchback,5,5,32950
6438,Kia,2015,Sorento,2015 Kia Sorento SI (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,114620,White / Black Cloth,"Burwood, VIC",4.0,SUV,4,7,25890
6441,Kia,2017,Picanto,2017 Kia Picanto SI,USED,Automatic,1.2,Front,Unleaded,5.3,22616,White / Cloth,"Lismore, NSW",4.0,Hatchback,5,5,15990
6443,Kia,2014,RIO,2014 Kia RIO SI,USED,Automatic,1.6,Front,Unleaded,6.1,77000,White / Black,"Dandenong, VIC",4.0,Hatchback,5,5,14500
6447,Kia,2019,Sportage,2019 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,86871,Grey / Cloth,"Kedron, QLD",4.0,SUV,4,5,26277
6449,Kia,2020,RIO,2020 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.2,51520,White / Black,"Phillip, ACT",4.0,Hatchback,5,5,19670
6450,Kia,2020,Stinger,2020 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,34083,Silver / Leather,"Oakleigh, VIC",6.0,Sedan,4,5,56990
6451,Kia,2013,Cerato,2013 Kia Cerato SI,USED,Automatic,2.0,Front,Unleaded,7.9,145502,Silver / Grey,"Yagoona, NSW",4.0,Sedan,4,5,14999
6452,Kia,2012,Optima,2012 Kia Optima SI,USED,Automatic,2.4,Front,Unleaded,7.9,173168,Red / Grey,"Greenacre, NSW",4.0,Sedan,4,5,12800
6453,Kia,2017,Sorento,2017 Kia Sorento GT-Line (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,89054,Grey / Black,"Ringwood, VIC",4.0,SUV,4,7,39999
6456,Kia,2015,RIO,2015 Kia RIO S,USED,Manual,1.4,Front,Unleaded,5.6,66325,White / Black,"Minchinbury, NSW",4.0,Hatchback,3,5,14995
6457,Kia,2021,Cerato,2021 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,10833,Grey / Black,"Brown Hill, VIC",4.0,Hatchback,5,5,29990
6461,Kia,2015,Sportage,2015 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,112440,Black / Black,"Ringwood, VIC",4.0,SUV,4,5,21577
6462,Kia,2022,Stonic,2022 Kia Stonic Sport,USED,Automatic,1.4,Front,Unleaded,6.7,40872,Grey / Black,"Launceston, TAS",4.0,SUV,4,5,28990
6466,Kia,2017,Cerato,2017 Kia Cerato Sport,USED,Automatic,2.0,Front,Unleaded,7.3,49295,Red / Black,"Rocklea, QLD",4.0,Sedan,4,5,22864
6469,Kia,2019,Cerato,2019 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,54412,Silver / Black,"Revesby, NSW",4.0,Sedan,4,5,24990
6470,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,63851,White / Black,"Hoppers Crossing, VIC",4.0,Hatchback,5,5,25490
6472,Kia,2019,Cerato,2019 Kia Cerato Sport NAV,USED,Automatic,2.0,Front,Unleaded,7.4,12670,Grey / Black,"Granville, NSW",4.0,Hatchback,5,5,27990
6473,Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,108105,Grey / Grey,"Croydon, NSW",4.0,Hatchback,5,5,16990
6474,Kia,2016,Carnival,2016 Kia Carnival Platinum,USED,Automatic,2.2,Front,Diesel,7.7,67705,White / Grey,"Revesby, NSW",4.0,Wagon,4,8,44990
6476,Kia,2020,Cerato,2020 Kia Cerato S Safety Pack,USED,Automatic,2.0,Front,Unleaded,7.4,50585,Red / Black,"Revesby, NSW",4.0,Sedan,4,5,24990
6477,Kia,2017,Cerato,2017 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.1,127234,Silver / Grey,"Croydon, NSW",4.0,Hatchback,5,5,19990
6479,Kia,2017,Stinger,2017 Kia Stinger GT-Line (black Leather),USED,Automatic,2.0,Rear,Unleaded,8.8,31305,Red / Cloth,"Phillip, ACT",4.0,Sedan,4,5,43990
6480,Kia,2018,RIO,2018 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.2,91480,Red / Black Cloth,"Berwick, VIC",4.0,Hatchback,5,5,19999
6481,Kia,2018,Sportage,2018 Kia Sportage SI Premium (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,95816,White / Black,"Cleveland, QLD",4.0,SUV,4,5,25490
6482,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,50067,Red / Cloth,"Warwick Farm, NSW",4.0,Hatchback,5,5,23900
6484,Kia,2022,Stonic,2022 Kia Stonic S,USED,Automatic,1.4,Front,Unleaded,6.7,28860,Silver / Black,"Derwent Park, TAS",4.0,SUV,4,5,25990
6485,Kia,2010,Sorento,2010 Kia Sorento Platinum (4X4),USED,Automatic,2.2,AWD,Diesel,7.4,232583,Black / Black,"Ravenhall, VIC",4.0,SUV,4,7,11999
6486,Kia,2020,Carnival,2020 Kia Carnival S,USED,Automatic,3.3,Front,Unleaded,10.8,57995,Silver / Grey,"Hoppers Crossing, VIC",6.0,Wagon,4,8,40880
6487,Kia,2013,RIO,2013 Kia RIO SLS,USED,Automatic,1.6,Front,Unleaded,6.1,79150,White / Grey,"Chermside, QLD",4.0,Hatchback,3,5,15499
6490,Kia,2008,RIO,2008 Kia RIO LX,USED,Manual,1.4,Front,Unleaded,6.7,172331,Red / Black,"Cardiff, NSW",4.0,Hatchback,5,5,4540
6491,Kia,2019,Cerato,2019 Kia Cerato Sport+ Safety Pack,USED,Automatic,2.0,Front,Unleaded,7.4,65819,Grey / Black,"Arncliffe, NSW",4.0,Hatchback,5,5,26990
6492,Kia,2019,Sportage,2019 Kia Sportage GT-Line (awd),USED,Automatic,2.0,AWD,Diesel,6.4,27984,Red / Black,"Prospect, SA",4.0,SUV,4,5,39880
6493,Kia,2022,Cerato,2022 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,19260,White / Black,"Hoppers Crossing, VIC",4.0,Sedan,4,5,31990
6494,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,65197,Grey / Black,"Morley, WA",4.0,Sedan,4,5,21490
6495,Kia,2021,Cerato,2021 Kia Cerato GT Safety Pack,USED,Automatic,1.6,Front,Unleaded,6.8,86127,Red / Black,"Hoppers Crossing, VIC",4.0,Sedan,4,5,37990
6496,Kia,2014,Cerato,2014 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,136950,Blue / Cloth,"Cairns City, QLD",4.0,Sedan,4,5,12490
6499,Kia,2019,Picanto,2019 Kia Picanto GT-Line,USED,Automatic,1.2,Front,Unleaded,5.8,28277,White / Black,"Rocklea, QLD",4.0,Hatchback,5,5,19775
6502,Kia,2021,Cerato,2021 Kia Cerato GT Safety Pack,USED,Automatic,1.6,Front,Unleaded,6.8,29780,Black / Black,"Bundoora, VIC",4.0,Hatchback,5,5,41444
6503,Kia,2013,Sportage,2013 Kia Sportage SLI (awd),USED,Automatic,2.0,AWD,Unleaded,8.8,140331,Silver / Black,"Vermont, VIC",4.0,SUV,4,5,17970
6504,Kia,2017,Sportage,2017 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,69835,Red / Black,"Burwood, VIC",4.0,SUV,4,5,26890
6505,Kia,2017,Sportage,2017 Kia Sportage SI (awd),USED,Automatic,2.0,AWD,Diesel,6.8,95305,White / Black,"Minchinbury, NSW",4.0,SUV,4,5,25990
6507,Kia,2018,Sorento,2018 Kia Sorento SLI (4X2),USED,Automatic,3.5,Front,Unleaded,10.0,110565,Blue / Grey,"Enfield, SA",6.0,SUV,4,7,31990
6510,Kia,2019,Cerato,2019 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,24392,White / Black,"Bega, NSW",4.0,Sedan,4,5,23930
6512,Kia,2022,Carnival,2022 Kia Carnival S,USED,Automatic,2.2,Front,Diesel,6.5,16097,Silver / Black,"Launceston, TAS",4.0,Wagon,4,8,51990
6513,Kia,2018,Cerato,2018 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.1,38492,Grey / Black,"Arncliffe, NSW",4.0,Hatchback,5,5,21990
6514,Kia,2021,Carnival,2021 Kia Carnival S,USED,Automatic,2.2,Front,Diesel,6.5,59158,White / Black,"Pakenham, VIC",4.0,Wagon,4,8,48888
6515,Kia,2017,Carnival,2017 Kia Carnival S,USED,Automatic,3.3,Front,Unleaded,11.6,92207,Silver / Black,"Ringwood, VIC",6.0,Wagon,4,8,30990
6516,Kia,2021,Niro,2021 Kia Niro HEV S (hybrid),USED,Automatic,1.6,Front,Hybrid,3.8,71370,White / Grey,"Cheltenham, SA",4.0,SUV,4,5,32980
6519,Kia,2019,Sportage,2019 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,118082,White / Black,"Hendra, QLD",4.0,SUV,4,5,22490
6520,Kia,2016,Sorento,2016 Kia Sorento SLI (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,113460,White / Leather,"Nundah, QLD",4.0,SUV,4,7,28490
6522,Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.0,AWD,Diesel,6.8,72510,White / Black,"Granville, NSW",4.0,SUV,4,5,31990
6531,Kia,2019,Cerato,2019 Kia Cerato S (AV),USED,Automatic,2.0,Front,Unleaded,7.4,59461,Black / Black,"Reynella, SA",4.0,Hatchback,5,5,23291
6534,Kia,2016,Sportage,2016 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,196921,Grey / Black,"Minchinbury, NSW",4.0,SUV,4,5,17880
6535,Kia,2021,Seltos,2021 Kia Seltos Sport+ (fwd),USED,Automatic,2.0,Front,Unleaded,6.8,16242,Grey / 2021/05,"Plympton, SA",4.0,SUV,4,5,35980
6536,Kia,2020,Sportage,2020 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,36390,Red / Black,"Frankston, VIC",4.0,SUV,4,5,32990
6537,Kia,2016,Sorento,2016 Kia Sorento SLI (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,98793,White / Grey,"Castle Hill, NSW",4.0,SUV,4,7,28990
6540,Kia,2012,Sportage,2012 Kia Sportage Platinum (awd),USED,Automatic,2.0,AWD,Diesel,7.5,174018,Brown / Black,"Coorparoo, QLD",4.0,SUV,4,5,14950
6542,Kia,2018,Cerato,2018 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,33493,Red / Black Cloth,"Berwick, VIC",4.0,Sedan,4,5,24499
6543,Kia,2021,Seltos,2021 Kia Seltos Sport (fwd),USED,Automatic,2.0,Front,Unleaded,6.8,16129,Blue / Black,"Epsom, VIC",4.0,SUV,4,5,35990
6544,Kia,2018,Cerato,2018 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,38118,Grey / Black Cloth,"Berwick, VIC",4.0,Sedan,4,5,24999
6545,Kia,2015,Sportage,2015 Kia Sportage SI Premium (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,112704,Black / Black,"Geelong, VIC",4.0,SUV,4,5,24990
6546,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,53201,Blue / Grey,"Reynella, SA",4.0,Hatchback,5,5,22980
6547,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,51816,Red / Grey,"Warwick Farm, NSW",4.0,Sedan,4,5,23900
6548,Kia,2022,Cerato,2022 Kia Cerato GT,USED,Automatic,1.6,Front,Unleaded,6.8,25800,Grey / Black,"Berwick, VIC",4.0,Hatchback,5,5,41990
6552,Kia,2018,Sorento,2018 Kia Sorento GT-Line (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,64720,White / Black,"Arncliffe, NSW",4.0,SUV,4,7,39990
6553,Kia,2019,Sportage,2019 Kia Sportage SX (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,47897,Silver / Black,"SOUTH MELBOURNE, VIC",4.0,SUV,4,5,31880
6554,Kia,2019,Cerato,2019 Kia Cerato S (AV),USED,Automatic,2.0,Front,Unleaded,7.4,57418,Red / Black,"Minchinbury, NSW",4.0,Hatchback,5,5,24995
6555,Kia,2022,Sorento,2022 Kia Sorento Sport 7 Seat,DEMO,Automatic,2.2,AWD,Diesel,6.1,12,Black / Graphite & Saturn Black,"Southport, QLD",4.0,SUV,4,7,58500
6558,Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,88693,White / Grey,"Smeaton Grange, NSW",4.0,Sedan,4,5,16990
6559,Kia,2019,Stinger,2019 Kia Stinger GT Carbon Edition,USED,Automatic,3.3,Rear,Unleaded,10.2,85546,Blue / Black,"Southport, QLD",6.0,Sedan,4,5,54990
6561,Kia,2015,Carnival,2015 Kia Carnival SI,USED,Automatic,2.2,Front,Diesel,7.7,100966,White / Grey,"Revesby, NSW",4.0,Wagon,4,8,33990
6562,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,46069,Grey / Black,"Elsternwick, VIC",4.0,Sedan,4,5,24950
6564,Kia,2022,Sorento,2022 Kia Sorento Sport+ 7 Seat,USED,Automatic,2.2,AWD,Diesel,6.1,17071,Silver / Black,"Berwick, VIC",4.0,SUV,4,7,59990
6565,Kia,2018,Carnival,2018 Kia Carnival S,USED,Automatic,3.3,Front,Unleaded,11.6,95352,White / Grey,"Para Hills West, SA",6.0,Wagon,4,8,33888
6571,Kia,2018,Cerato,2018 Kia Cerato Sport,USED,Automatic,2.0,Front,Unleaded,7.3,33681,Grey / Black,"Albion, QLD",4.0,Hatchback,5,5,22888
6572,Kia,2021,Picanto,2021 Kia Picanto S (PE),USED,Automatic,1.2,Front,Unleaded,5.8,4758,Grey / Black,"Cardiff, NSW",4.0,Hatchback,5,5,20444
6574,Kia,2019,Carnival,2019 Kia Carnival S,USED,Automatic,2.2,Front,Diesel,7.7,46586,White / Beige,"SOUTH MELBOURNE, VIC",4.0,Wagon,4,8,38880
6575,Kia,2020,Picanto,2020 Kia Picanto GT-Line (pe),USED,Automatic,1.2,Front,Unleaded,5.8,22955,Black / Cloth,"Moorooka, QLD",4.0,Hatchback,5,5,21987
6576,Kia,2017,Carnival,2017 Kia Carnival SLI,USED,Automatic,3.3,Front,Unleaded,11.6,61291,Black / Black,"CAMBERWELL, VIC",6.0,Wagon,4,8,38490
6577,Kia,2016,Carnival,2016 Kia Carnival Platinum,USED,Automatic,2.2,Front,Diesel,7.7,73106,Grey / Black,"Hastings, VIC",4.0,Wagon,4,8,41990
6578,Kia,2018,RIO,2018 Kia RIO GT-Line,USED,Automatic,1.0,Front,Unleaded,5.4,42071,Red / Black,"Homebush, NSW",3.0,Hatchback,5,5,24999
6579,Kia,2020,Sorento,2020 Kia Sorento GT-Line 7 Seat,USED,Automatic,3.5,Front,Unleaded,9.7,68015,White / Black Leather,"Robina, QLD",6.0,SUV,4,7,58900
6582,Kia,2017,Picanto,2017 Kia Picanto SI,USED,Automatic,1.2,Front,Unleaded,5.8,77620,Yellow / Cloth,"Ipswich, QLD",4.0,Hatchback,5,5,14886
6585,Kia,2021,Sorento,2021 Kia Sorento GT-Line 7 Seat,USED,Automatic,3.5,Front,Unleaded,9.7,16446,Blue / Leather,"Mornington, VIC",6.0,SUV,4,7,64888
6588,Kia,2015,Carnival,2015 Kia Carnival SLI,USED,Automatic,2.2,Front,Diesel,7.7,66947,Black / Black,"Hendra, QLD",4.0,Wagon,4,8,35980
6589,Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,65502,White / Black,"Ryde, NSW",4.0,SUV,4,5,29990
6590,Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,82359,Silver / Black,"Chermside, QLD",4.0,SUV,4,5,29999
6594,Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,103354,White / Black,"Cardiff, NSW",4.0,Hatchback,5,5,15888
6595,Kia,2017,Sportage,2017 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,115759,White / Grey,"Singleton, NSW",4.0,SUV,4,5,24990
6596,Kia,2006,K2700,2006 Kia K2700,USED,Manual,2.7,Rear,Diesel,9.3,378604,White / Grey  Cloth,"Campbellfield, VIC",4.0,Commercial,2,3,7999
6597,Kia,2018,Carnival,2018 Kia Carnival SLI,USED,Automatic,3.3,Front,Unleaded,11.6,76027,White / Two Tone Leather,"Elderslie, NSW",6.0,Wagon,4,8,41999
6599,Kia,2018,Cerato,2018 Kia Cerato Sport,USED,Automatic,2.0,Front,Unleaded,7.3,85699,Grey / Black,"Bundaberg, QLD",4.0,Sedan,4,5,26993
6606,Kia,2018,RIO,2018 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.2,57970,Black / Grey,"Camdale, TAS",4.0,Hatchback,5,5,18990
6607,Kia,2019,Sportage,2019 Kia Sportage SI Premium (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,30220,Black / Black Cloth,"Berwick, VIC",4.0,SUV,4,5,32999
6608,Kia,2020,Seltos,2020 Kia Seltos Sport+ (fwd),USED,Automatic,2.0,Front,Unleaded,6.8,62488,White / Cloth,"Phillip, ACT",4.0,SUV,4,5,33990
6609,Kia,2022,Cerato,2022 Kia Cerato GT,USED,Automatic,1.6,Front,Unleaded,6.8,23000,White / 2022/05,"Albion, QLD",4.0,Hatchback,5,5,36950
6610,Kia,2008,Rondo,2008 Kia Rondo EX Limited,USED,Automatic,2.0,Front,Unleaded,8.6,332493,Grey / Grey,"Wentworthville, NSW",4.0,Wagon,4,7,2995
6611,Kia,2018,Sportage,2018 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,176576,Silver / Black,"Minchinbury, NSW",4.0,SUV,4,5,18995
6613,Kia,2018,Carnival,2018 Kia Carnival Platinum,USED,Automatic,3.3,Front,Unleaded,11.6,64847,Silver / Beige,"Brookvale, NSW",6.0,Wagon,4,8,46990
6615,Kia,2020,Cerato,2020 Kia Cerato S Safety Pack,USED,Automatic,2.0,Front,Unleaded,7.4,62919,Blue / Grey,"Revesby, NSW",4.0,Sedan,4,5,23990
6616,Kia,2015,RIO,2015 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.3,82690,Blue / Black,"New Town, TAS",4.0,Hatchback,5,5,14990
6619,Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.0,AWD,Diesel,6.8,83220,Black / Grey,"Warwick Farm, NSW",4.0,SUV,4,5,29480
6621,Kia,2011,Cerato,2011 Kia Cerato Koup SI,USED,Automatic,2.0,Front,Unleaded,7.8,97125,Red / Black,"Smeaton Grange, NSW",4.0,Coupe,2,5,11990
