VehicleID,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
4900,Hyundai,2022,Santa,2022 Hyundai Santa FE Highlander Crdi (awd),DEMO,Automatic,2.2,AWD,Diesel,6.1,2010,White / Black,"Hillcrest, QLD",4.0,SUV,4,7,67888
4901,Hyundai,2021,I30,2021 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,47500,Orange / Black,"Caboolture, QLD",4.0,Hatchback,4,5,31990
4902,Hyundai,2017,Santa,2017 Hyundai Santa FE Active X,USED,Automatic,3.3,Front,Unleaded,10.5,145937,White / Black,"Helensvale, QLD",6.0,SUV,4,7,29888
4903,Hyundai,2018,I30,2018 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,59681,White / Standard Trim,"Maddington, WA",4.0,Hatchback,4,5,21880
4904,Hyundai,2015,I30,2015 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,7.3,100938,White / Black,"Hendra, QLD",4.0,Hatchback,5,5,16980
4905,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,22754,White / Black,"Mount Gambier, SA",4.0,Hatchback,4,5,24880
4908,Hyundai,2020,Tucson,2020 Hyundai Tucson Active X (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,61639,Blue / Black Leather,"Echuca, VIC",4.0,SUV,4,5,31950
4910,Hyundai,2021,Tucson,2021 Hyundai Tucson (FWD),USED,Automatic,2.0,Front,Unleaded,8.1,56225,Grey / Black,"Hoppers Crossing, VIC",4.0,SUV,4,5,35990
4913,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,59668,Silver / Black,"Para Hills West, SA",4.0,SUV,4,5,26888
4914,Hyundai,2014,Elantra,2014 Hyundai Elantra Premium,USED,Automatic,1.8,Front,Unleaded,7.1,122871,Black / Black,"Phillip, ACT",4.0,Sedan,4,5,15888
4915,Hyundai,2018,Accent,2018 Hyundai Accent Sport,USED,Automatic,1.6,Front,Unleaded,6.6,94979,White / Grey,"Deer Park, VIC",4.0,Sedan,4,5,20990
4918,Hyundai,2014,IX35,2014 Hyundai IX35 Active (fwd),USED,Automatic,2.0,Front,Unleaded,8.4,74978,Red / Black,"Rocklea, QLD",4.0,SUV,4,5,18961
4920,Hyundai,2013,I30,2013 Hyundai I30 Tourer Active 1.6 GDI,USED,Automatic,1.6,Front,Unleaded,6.9,133002,White / Cloth,"Kedron, QLD",4.0,Wagon,4,5,16889
4921,Hyundai,2016,Tucson,2016 Hyundai Tucson Elite (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,113227,White / Black,"Morley, WA",4.0,SUV,4,5,22888
4922,Hyundai,2013,Santa,2013 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.3,230711,Brown / Beige,"Pialba, QLD",4.0,SUV,4,7,25990
4925,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,53700,Silver / Black,"Phillip, ACT",4.0,SUV,4,5,26980
4926,Hyundai,2020,I30,2020 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,77814,White / Standard Trim,"Maddington, WA",4.0,Hatchback,4,5,21888
4929,Hyundai,2018,Iload,2018 Hyundai Iload 3S Liftback,USED,Automatic,2.5,Rear,Diesel,8.8,87000,White / 2018/05,"Port Melbourne, VIC",4.0,Commercial,4,3,36950
4933,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,58425,White / Black,"Tweed Heads South, NSW",4.0,SUV,4,5,22990
4937,Hyundai,2002,Accent,2002 Hyundai Accent GL,USED,Manual,1.5,Front,Unleaded,7.4,113194,Silver / Black,"Brown Hill, VIC",4.0,Hatchback,3,5,7990
4939,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,21859,Grey / Black  Cloth,"Bunbury, WA",4.0,Hatchback,4,5,26990
4940,Hyundai,2019,Tucson,2019 Hyundai Tucson GO (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,154436,White / Black,"Rockingham, WA",4.0,SUV,4,5,22990
4943,Hyundai,2019,Venue,2019 Hyundai Venue Active,USED,Automatic,1.6,Front,Unleaded,7.2,47810,Black / Black,"Frankston, VIC",4.0,SUV,4,5,24520
4944,Hyundai,2009,I30,2009 Hyundai I30 SLX,USED,Automatic,2.0,Front,Unleaded,7.6,173806,Red / Grey Cloth Seats,"Werribee, VIC",4.0,Hatchback,5,5,8999
4950,Hyundai,2017,Accent,2017 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.4,57850,Red / Black,"Capalaba, QLD",4.0,Hatchback,5,5,18888
4951,Hyundai,2021,Santa,2021 Hyundai Santa FE Highlander Crdi (awd),USED,Automatic,2.2,AWD,Diesel,6.1,25514,Grey / Leather,"Aspley, QLD",4.0,SUV,4,7,59990
4952,Hyundai,2016,Accent,2016 Hyundai Accent SR,USED,Automatic,1.6,Front,Unleaded,6.4,146287,Red / Black,"Mordialloc, VIC",4.0,Hatchback,5,5,13499
4954,Hyundai,2012,Iload,2012 Hyundai Iload,USED,Manual,2.5,Rear,Diesel,8.0,221000,White / Grey,"Wangara, WA",4.0,Commercial,4,3,17990
4955,Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,57458,White / Grey,"Preston, VIC",4.0,Hatchback,4,5,26990
4958,Hyundai,2009,I30,2009 Hyundai I30 SX,USED,Manual,2.0,Front,Unleaded,7.2,137149,White / Grey,"Nambour, QLD",4.0,Hatchback,5,5,9990
4961,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,55365,Blue / Black,"Prospect, SA",4.0,SUV,4,5,26880
4965,Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,56415,Silver / Cloth,"Bundoora, VIC",4.0,SUV,4,5,32888
4967,Hyundai,2016,Genesis,2016 Hyundai Genesis,USED,Automatic,3.8,Rear,Unleaded,11.2,135771,Silver / Black Leather,"Burwood, VIC",6.0,Sedan,4,5,24690
4972,Hyundai,2018,Accent,2018 Hyundai Accent Sport,USED,Automatic,1.6,Front,Unleaded,6.6,152362,Blue / Grey,"Moonah, TAS",4.0,Hatchback,5,5,14950
4973,Hyundai,2021,I20,2021 Hyundai I20 N TTR,USED,Manual,1.6,Front,Unleaded,6.9,17334,Silver / Black,"Phillip, ACT",4.0,Hatchback,5,5,38369
4975,Hyundai,2017,Santa,2017 Hyundai Santa FE Active X,USED,Automatic,3.3,Front,Unleaded,10.5,95854,White / Black,"Essendon Fields, VIC",6.0,SUV,4,7,30990
4976,Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,54964,Blue / Black,"Ferntree Gully, VIC",4.0,SUV,4,5,28999
4978,Hyundai,2022,I30,2022 Hyundai I30 N Premium With Sunroof,DEMO,Automatic,2.0,Front,Premium,8.2,2104,White / Black,"Cairns, QLD",4.0,Sedan,4,5,51990
4979,Hyundai,2022,Tucson,2022 Hyundai Tucson Highlander N Line (awd),USED,Automatic,2.0,AWD,Diesel,6.3,21441,White / Black,"Blacktown, NSW",4.0,SUV,4,5,57888
4981,Hyundai,2019,I30,2019 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,39993,White / 2019/04,"Thornbury, VIC",4.0,Hatchback,4,5,23950
4984,Hyundai,2019,Sonata,2019 Hyundai Sonata Active,USED,Automatic,2.4,Front,Unleaded,8.3,134536,White / Grey,"Cardiff, NSW",4.0,Sedan,4,5,18888
4988,Hyundai,2017,Iload,2017 Hyundai Iload 3S Liftback,USED,Manual,2.5,Rear,Diesel,7.6,217312,White / Grey,"Hamilton North, NSW",4.0,Commercial,4,3,19990
4991,Hyundai,2016,Tucson,2016 Hyundai Tucson Elite (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,46203,Brown / Ivory,"Frankston, VIC",4.0,SUV,4,5,28630
4993,Hyundai,2016,Accent,2016 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.2,110338,Blue / Grey,"Archerfield, QLD",4.0,Hatchback,5,5,12990
4995,Hyundai,2004,Elantra,2004 Hyundai Elantra 2.0 HVT,USED,Automatic,2.0,Front,Unleaded,9.1,185413,Blue / Grey,"Wentworthville, NSW",4.0,Hatchback,5,5,2995
4997,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,35165,Silver / Grey,"Lilydale, VIC",4.0,SUV,4,5,29999
5003,Hyundai,2015,Tucson,2015 Hyundai Tucson Highlander (awd),USED,Automatic,1.6,AWD,Unleaded,7.7,49321,White / Black,"Hamilton North, NSW",4.0,SUV,4,5,28450
5004,Hyundai,2018,I30,2018 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,69247,White / Black,"Southport, QLD",4.0,Hatchback,4,5,25000
5006,Hyundai,2013,I20,2013 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,114059,Black / Grey,"Cardiff, NSW",4.0,Hatchback,5,5,12333
5009,Hyundai,2013,Veloster,2013 Hyundai Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,188647,Green / Black,"Enfield, SA",4.0,Hatchback,3,4,10999
5011,Hyundai,2022,Santa,2022 Hyundai Santa FE Highlander Crdi (awd),USED,Automatic,2.2,AWD,Diesel,6.1,3024,Silver / Black Nappa Leather,"Phillip, ACT",4.0,SUV,4,7,70321
5012,Hyundai,2019,Tucson,2019 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,64083,White / Standard Trim,"Maddington, WA",4.0,SUV,4,5,30990
5017,Hyundai,2018,Kona,2018 Hyundai Kona Highlander (awd),USED,Automatic,1.6,AWD,Unleaded,6.7,86853,White / Black,"Bairnsdale, VIC",4.0,SUV,4,5,29990
5020,Hyundai,2019,I30,2019 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,56333,Silver / Black Leather,"Burwood, VIC",4.0,Hatchback,4,5,30890
5021,Hyundai,2017,I30,2017 Hyundai I30 Active X 1.6 Crdi,USED,Automatic,1.6,Front,Diesel,4.6,141600,Silver / Black,"Strathpine, QLD",4.0,Hatchback,5,5,17990
5023,Hyundai,2012,IX35,2012 Hyundai IX35 Highlander (awd),USED,Automatic,2.0,AWD,Diesel,7.5,242020,Grey / Black,"West Footscray, VIC",4.0,SUV,4,5,12999
5024,Hyundai,2016,Accent,2016 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.2,111236,Red / Black,"Port Melbourne, VIC",4.0,Hatchback,5,5,14888
5025,Hyundai,2010,I30,2010 Hyundai I30 SX,USED,Automatic,1.6,Front,Unleaded,6.9,136142,Grey / Grey,"Phillip, ACT",4.0,Hatchback,5,5,11670
5026,Hyundai,2019,Sonata,2019 Hyundai Sonata Active,USED,Automatic,2.4,Front,Unleaded,8.3,101864,White / Grey,"Maryville, NSW",4.0,Sedan,4,5,21871
5027,Hyundai,2014,Elantra,2014 Hyundai Elantra Trophy,USED,Automatic,1.8,Front,Unleaded,7.1,107104,Silver / Black,"Phillip, ACT",4.0,Sedan,4,5,14888
5028,Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,55128,White / Black,"Ferntree Gully, VIC",4.0,Hatchback,4,5,24999
5029,Hyundai,2022,Palisade,2022 Hyundai Palisade Highlander (7 Seat),DEMO,Automatic,3.8,Front,Unleaded,10.7,2020,White / Khaki,"Arncliffe, NSW",6.0,SUV,4,7,109990
5031,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,47034,White / Black,"Mornington, VIC",4.0,Hatchback,4,5,25450
5032,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,60604,White / Black,"Tweed Heads South, NSW",4.0,SUV,4,5,22490
5033,Hyundai,2019,Sonata,2019 Hyundai Sonata Active,USED,Automatic,2.4,Front,Unleaded,8.3,55255,Silver / Grey,"Vermont, VIC",4.0,Sedan,4,5,27970
5034,Hyundai,2004,Tucson,2004 Hyundai Tucson Elite,USED,Automatic,2.7,AWD,Unleaded,11.0,203813,Blue / Grey,"Darlington, SA",6.0,SUV,4,5,6990
5035,Hyundai,2019,I30,2019 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,36425,White / 2019/04,"Dandenong South, VIC",4.0,Hatchback,4,5,24490
5036,Hyundai,2015,I30,2015 Hyundai I30 SR,USED,Manual,2.0,Front,Unleaded,7.3,81064,Red / Black,"Pinkenba, QLD",4.0,Hatchback,5,5,18888
5037,Hyundai,2020,I30,2020 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,64599,Red / Black,"Brooklyn, VIC",4.0,Hatchback,4,5,23832
5041,Hyundai,2022,Venue,2022 Hyundai Venue,USED,Automatic,1.6,Front,Unleaded,7.2,13782,Blue / Black Cloth,"Oakleigh, VIC",4.0,SUV,4,5,26992
5043,Hyundai,2016,Tucson,2016 Hyundai Tucson 30 Special Edition,USED,Automatic,1.6,AWD,Unleaded,7.7,101536,Blue / Black,"Geelong, VIC",4.0,SUV,4,5,28990
5044,Hyundai,2016,Santa,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,88024,White / Black Leather,"Berwick, VIC",4.0,SUV,4,7,33988
5046,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,62969,White / Black,"Wodonga, VIC",4.0,Hatchback,4,5,25990
5047,Hyundai,2022,Santa,2022 Hyundai Santa FE Elite Crdi (awd),DEMO,Automatic,2.2,AWD,Diesel,6.1,256,Blue / Black,"Brookvale, NSW",4.0,SUV,4,7,59071
5052,Hyundai,2018,I30,2018 Hyundai I30 GO,USED,Manual,2.0,Front,Unleaded,7.3,95238,White / Grey,"Nuriootpa, SA",4.0,Hatchback,4,5,18990
5053,Hyundai,2019,Santa,2019 Hyundai Santa FE Elite Crdi (awd),USED,Automatic,2.2,AWD,Diesel,7.5,69141,Grey / Black,"Greenway, ACT",4.0,SUV,4,7,39930
5054,Hyundai,2021,I30,2021 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,56229,Red / Black,"North Wollongong, NSW",4.0,Hatchback,4,5,24588
5056,Hyundai,2011,I30,2011 Hyundai I30 SX,USED,Manual,2.0,Front,Unleaded,7.2,114269,Blue / Grey,"East Victoria Park, WA",4.0,Hatchback,5,5,8990
5059,Hyundai,2016,Santa,2016 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,113985,Red / Grey,"Mayfield West, NSW",4.0,SUV,4,7,25990
5061,Hyundai,2000,Accent,2000 Hyundai Accent GL,USED,Automatic,1.5,Front,Unleaded,7.8,217162,Grey / Grey,"Mount Pleasant, VIC",4.0,Hatchback,5,5,5490
5063,Hyundai,2016,Imax,2016 Hyundai Imax,USED,Automatic,2.4,Rear,Premium,10.6,168460,Black / Grey,"Hoppers Crossing, VIC",4.0,Wagon,4,8,24990
5066,Hyundai,2012,I20,2012 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,134333,Red / Black,"Eagle Farm, QLD",4.0,Hatchback,5,5,10990
5067,Hyundai,2022,I30,2022 Hyundai I30 N Premium With Sunroof,USED,Automatic,2.0,Front,Premium,8.2,7237,White / Leather,"Liverpool, NSW",4.0,Sedan,4,5,54990
5068,Hyundai,2021,Tucson,2021 Hyundai Tucson Highlander (awd),USED,Automatic,1.6,AWD,Unleaded,7.2,18985,Grey / Black,"Nuriootpa, SA",4.0,SUV,4,5,52990
5069,Hyundai,2016,I30,2016 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,7.3,39899,Grey / Cloth,"Phillip, ACT",4.0,Hatchback,5,5,21990
5070,Hyundai,2020,Tucson,2020 Hyundai Tucson Highlander (awd),USED,Automatic,2.0,AWD,Diesel,6.4,49292,Grey / Black,"Albion Park, NSW",4.0,SUV,4,5,38990
5073,Hyundai,2019,I30,2019 Hyundai I30 Premium,USED,Automatic,2.0,Front,Unleaded,7.4,31597,Silver / Black,"Brown Hill, VIC",4.0,Hatchback,4,5,34990
5074,Hyundai,2017,Tucson,2017 Hyundai Tucson Elite (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,59072,Blue / Leather,"Mile End, SA",4.0,SUV,4,5,28856
5077,Hyundai,2020,Iload,2020 Hyundai Iload 3S Liftback,USED,Automatic,2.5,Rear,Diesel,8.8,45109,White / Black,"Ferntree Gully, VIC",4.0,Commercial,4,3,42999
5078,Hyundai,2020,Iload,2020 Hyundai Iload 3S Liftback,USED,Automatic,2.5,Rear,Diesel,8.8,48891,White / Black,"North Wollongong, NSW",4.0,Commercial,4,3,41990
5080,Hyundai,2021,Sonata,2021 Hyundai Sonata N Line,USED,Automatic,2.5,Front,Unleaded,8.1,5805,Grey / Black,"Brooklyn, VIC",4.0,Sedan,4,5,47478
5081,Hyundai,2014,Accent,2014 Hyundai Accent Active,USED,Manual,1.6,Front,Unleaded,6.0,164231,Black / Black,"Mount Gambier, SA",4.0,Hatchback,5,5,11880
5082,Hyundai,2019,Tucson,2019 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,69549,Silver / Grey,"Tweed Heads South, NSW",4.0,SUV,4,5,25990
5083,Hyundai,2015,Iload,2015 Hyundai Iload,USED,Automatic,2.5,Rear,Diesel,8.8,156449,White / Grey,"Hamilton North, NSW",4.0,Commercial,4,3,23990
5088,Hyundai,2021,I30,2021 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,24885,White / Black,"Kedron, QLD",4.0,Hatchback,5,5,26990
5089,Hyundai,2015,IX35,2015 Hyundai IX35 Active (fwd),USED,Automatic,2.0,Front,Unleaded,8.4,142948,Silver / Grey,"Moonah, TAS",4.0,SUV,4,5,19950
5093,Hyundai,2018,Sonata,2018 Hyundai Sonata Active,USED,Automatic,2.4,Front,Unleaded,8.3,65970,White / Black,"Belconnen, ACT",4.0,Sedan,4,5,23730
5097,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,56863,Grey / Black,"Preston, VIC",4.0,Hatchback,4,5,24990
5101,Hyundai,2020,Iload,2020 Hyundai Iload 3S Liftback,USED,Automatic,2.5,Rear,Diesel,8.8,80431,White / Grey Cloth,"Berwick, VIC",4.0,Commercial,4,3,39999
5102,Hyundai,2017,I30,2017 Hyundai I30 SR,USED,Automatic,1.6,Front,Unleaded,7.5,19565,Blue / Black,"Oakleigh, VIC",4.0,Hatchback,4,5,30997
5103,Hyundai,2016,Tucson,2016 Hyundai Tucson Active X (fwd),USED,Manual,2.0,Front,Unleaded,7.8,119571,White / Black,"Pinkenba, QLD",4.0,SUV,4,5,21990
5106,Hyundai,2021,I30,2021 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,34960,White / Black,"Pakenham, VIC",4.0,Hatchback,4,5,27390
5107,Hyundai,2013,I30,2013 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,68096,Silver / Slate,"Fawkner, VIC",4.0,Hatchback,5,5,16980
5108,Hyundai,2012,I20,2012 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,143949,Red / Grey,"Ringwood, VIC",4.0,Hatchback,5,5,12490
5109,Hyundai,2019,I30,2019 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,47075,White / =,"Brendale, QLD",4.0,Hatchback,4,5,29500
5110,Hyundai,2020,I30,2020 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,75543,White / Standard Trim,"Maddington, WA",4.0,Hatchback,4,5,22888
5111,Hyundai,2021,I20,2021 Hyundai I20 N,USED,Manual,1.6,Front,Unleaded,6.9,17400,White / Black,"Coorparoo, QLD",4.0,Hatchback,5,5,30000
5114,Hyundai,2011,Iload,2011 Hyundai Iload,USED,Manual,2.4,Rear,Premium,10.1,142623,White / Grey,"Bibra Lake, WA",4.0,Commercial,4,3,17555
5116,Hyundai,2020,I30,2020 Hyundai I30 GO,USED,Automatic,2.0,Front,Unleaded,7.4,72078,White / Black,"Stuart Park, NT",4.0,Hatchback,4,5,22980
5117,Hyundai,2012,IX35,2012 Hyundai IX35 Active (fwd),USED,Manual,2.0,Front,Unleaded,8.5,158121,Silver / Grey,"Edgeworth, NSW",4.0,SUV,4,5,8990
5118,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,61825,White / Black,"Tweed Heads South, NSW",4.0,SUV,4,5,22990
5119,Hyundai,2017,Tucson,2017 Hyundai Tucson Active X (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,97661,Silver / Black,"Brookvale, NSW",4.0,SUV,4,5,24690
5120,Hyundai,2008,Getz,2008 Hyundai Getz SX,USED,Automatic,1.6,Front,Unleaded,7.1,125173,Red / Grey,"Traralgon, VIC",4.0,Hatchback,3,5,8990
5121,Hyundai,2014,I30,2014 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,7.1,68367,Silver / Grey,"Moorooka, QLD",4.0,Hatchback,5,5,19990
5124,Hyundai,2005,Terracan,2005 Hyundai Terracan Crdi,USED,Automatic,2.9,4WD,Diesel,10.3,282829,Silver / Grey,"Penrith, NSW",4.0,SUV,4,7,6350
5126,Hyundai,2018,Tucson,2018 Hyundai Tucson Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,104411,Grey / Grey Cloth,"East Bunbury, WA",4.0,SUV,4,5,25990
5127,Hyundai,2022,I30,2022 Hyundai I30 N Line Premium,USED,Automatic,1.6,Front,Unleaded,6.8,12449,White / Black,"Epping, VIC",4.0,Sedan,4,5,42705
5128,Hyundai,2017,Elantra,2017 Hyundai Elantra SR Turbo (red),USED,Automatic,1.6,Front,Unleaded,7.2,85500,White / 2017/07,"Albion, QLD",4.0,Sedan,4,5,25950
5129,Hyundai,2018,Tucson,2018 Hyundai Tucson Active X (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,26702,Red / Black,"Bennetts Green, NSW",4.0,SUV,4,5,29990
5130,Hyundai,2022,Venue,2022 Hyundai Venue,USED,Automatic,1.6,Front,Unleaded,7.2,5045,White / Black,"Hoppers Crossing, VIC",4.0,SUV,4,5,26880
5134,Hyundai,2021,Tucson,2021 Hyundai Tucson (FWD),USED,Automatic,2.0,Front,Unleaded,8.1,50946,White / Grey,"Preston, VIC",4.0,SUV,4,5,34990
5135,Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.2,54492,White / Cloth,"Robina, QLD",4.0,SUV,4,5,25490
5137,Hyundai,2014,I20,2014 Hyundai I20 Active,USED,Manual,1.4,Front,Unleaded,5.3,92859,Silver / Grey,"Ravenhall, VIC",4.0,Hatchback,5,5,9999
5138,Hyundai,2009,Getz,2009 Hyundai Getz SX,USED,Automatic,1.6,Front,Unleaded,7.1,110085,Red / Black,"Glenorchy, TAS",4.0,Hatchback,3,5,9990
5142,Hyundai,2014,Veloster,2014 Hyundai Veloster SR Turbo,USED,Automatic,1.6,Front,Unleaded,6.4,58100,Red / Black,"Southport, QLD",4.0,Hatchback,3,4,21990
5143,Hyundai,2013,IX35,2013 Hyundai IX35 Highlander (awd),USED,Automatic,2.0,AWD,Diesel,7.5,145764,White / Black,"Geelong, VIC",4.0,SUV,4,5,18990
5144,Hyundai,2023,Santa,2023 Hyundai Santa FE Highlander Crdi (awd),NEW,Automatic,2.2,AWD,Diesel,6.1,45,White / Black,"Singleton, NSW",4.0,SUV,4,7,71897
5145,Hyundai,2021,I30,2021 Hyundai I30 N Limited Edition,USED,Manual,2.0,Front,Premium,8.5,16828,Grey / Black,"Greenacre, NSW",4.0,Hatchback,4,5,59800
5147,Hyundai,2016,I30,2016 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,7.3,48225,Red / Cloth,"Ingle Farm, SA",4.0,Hatchback,5,5,18895
5148,Hyundai,2023,Palisade,2023 Hyundai Palisade Highlander (7 Seat),NEW,Automatic,2.2,AWD,Diesel,7.3,20,Grey / Black Nappa Leather,"Indooroopilly, QLD",4.0,SUV,4,7,86733
5149,Hyundai,2018,Iload,2018 Hyundai Iload 3S Liftback,USED,Automatic,2.5,Rear,Diesel,8.8,39073,Blue / 2018/07,"Dandenong South, VIC",4.0,Commercial,4,3,40950
5151,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,56071,Silver / Black,"Phillip, ACT",4.0,Hatchback,4,5,21870
5154,Hyundai,2017,Tucson,2017 Hyundai Tucson Active R-Series (awd),USED,Automatic,2.0,AWD,Diesel,6.8,63057,White / Black,"Mackay, QLD",4.0,SUV,4,5,26990
5155,Hyundai,2021,I30,2021 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,37996,White / Black,"Nundah, QLD",4.0,Hatchback,5,5,25990
5158,Hyundai,2015,Veloster,2015 Hyundai Veloster SR Turbo,USED,Manual,1.6,Front,Unleaded,6.9,54200,Yellow / Black,"Chermside, QLD",4.0,Hatchback,3,4,23999
5159,Hyundai,2012,Veloster,2012 Hyundai Veloster,USED,Manual,1.6,Front,Unleaded,6.4,202000,Yellow / Grey,"Waratah, NSW",4.0,Hatchback,3,4,10990
5160,Hyundai,2013,Accent,2013 Hyundai Accent Elite,USED,Automatic,1.6,Front,Unleaded,6.4,106200,White / Black,"Dandenong, VIC",4.0,Sedan,4,5,14950
5161,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,56964,Blue / Black,"Gawler South, SA",4.0,Hatchback,4,5,21980
5162,Hyundai,2020,Santa,2020 Hyundai Santa FE Active MPI (2WD),USED,Automatic,3.5,Front,Unleaded,10.6,33013,Blue / Black,"Port Augusta, SA",6.0,SUV,4,7,35880
5164,Hyundai,2018,Santa,2018 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,2.2,AWD,Diesel,7.5,114449,Grey / Black,"Mcgraths Hill, NSW",4.0,SUV,4,7,39888
5166,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,50245,Grey / Cloth,"Ingle Farm, SA",4.0,Hatchback,4,5,25990
5167,Hyundai,2014,I30,2014 Hyundai I30 Trophy,USED,Automatic,1.8,Front,Unleaded,7.1,209305,Blue / Black,"Ringwood, VIC",4.0,Hatchback,5,5,14990
5168,Hyundai,2022,I30,2022 Hyundai I30 Elite,USED,Automatic,2.0,Front,Unleaded,7.4,27655,White / Black Leather,"Saint Marys, SA",4.0,Hatchback,5,5,28490
5169,Hyundai,2018,Santa,2018 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,2.2,AWD,Diesel,7.5,69135,Silver / Black,"Mandurah, WA",4.0,SUV,4,7,41955
5170,Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,36044,White / Black,"Gawler South, SA",4.0,Hatchback,4,5,25450
5171,Hyundai,2018,I40,2018 Hyundai I40 Active Tourer,USED,Automatic,2.0,Front,Unleaded,7.5,84660,White / Grey,"Heatherbrae, NSW",4.0,Wagon,4,5,22990
