,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
3040,Holden,2006,Statesman,2006 Holden Statesman V8,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,185376,Grey / Beige,"New Lambton, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,16990
3041,Holden,2016,Commodore,2016 Holden Commodore SV6 Black 20 Pack,USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,11.7 L / 100 km,165238,White / -,"Minchinbury, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,24990
3042,Holden,2016,Calais,2016 Holden Calais,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,113654,Silver / -,"Coopers Plains, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,17995
3043,Holden,2016,Commodore,2016 Holden Commodore SS-V Redline Reserve Edition,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.8 L / 100 km,105138,Grey / Grey,"Shepparton, VIC",8 cyl,Wagon, 4 Doors, 5 Seats,54990
3044,Holden,2017,Commodore,2017 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,89887,White / Black,"Lismore, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,31995
3045,Holden,2008,Statesman,2008 Holden Statesman V6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,12.2 L / 100 km,120725,White / -,"Morayfield, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,13990
3046,Holden,2016,Commodore,2016 Holden Commodore SV6 Black Pack,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,154385,Silver / Black,"Toowoomba City, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,25900
3047,Holden,2018,Equinox,2018 Holden Equinox LTZ (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.4 L / 100 km,54676,Silver / Black,"South Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32990
3048,Holden,2013,UTE,2013 Holden UTE SS,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.4 L / 100 km,127084,Green / -,"Como, WA",8 cyl,Ute / Tray, 2 Doors, 2 Seats,41921
3049,Holden,2003,Rodeo,2003 Holden Rodeo DX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,0 L / 100 km,234800,White / -,"Rocklea, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10999
3050,Holden,2019,Acadia,2019 Holden Acadia LTZ (2WD),USED,Automatic,"6 cyl, 3.6 L",Front,Unleaded,8.9 L / 100 km,47728,White / -,"Wendouree, VIC",6 cyl,SUV, 4 Doors, 7 Seats,42990
3051,Holden,2016,Commodore,2016 Holden Commodore SS-V,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.7 L / 100 km,115715,White / Black,"Southport, QLD",8 cyl,Sedan, 4 Doors, 5 Seats,46990
3052,Holden,2005,Rodeo,2005 Holden Rodeo LX,USED,Manual,"6 cyl, 3.5 L",Rear,Unleaded,0 L / 100 km,169587,White / -,"Cardiff, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,9913
3053,Holden,2014,Commodore,2014 Holden Commodore Evoke (lpg),USED,Automatic,"6 cyl, 3.6 L",Rear,LPG,11.8 L / 100 km,188919,White / -,"Mcgraths Hill, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,15990
3054,Holden,2019,Colorado,2019 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,78301,White / Black,"Ferntree Gully, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,37999
3055,Holden,2018,Colorado,2018 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,81645,Black / Black,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,37888
3056,Holden,2016,Colorado,2016 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,116468,White / -,"Toowoomba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33990
3057,Holden,2014,Colorado,2014 Holden Colorado LX,USED,Automatic,-,Other,-,-,172225,Black / Grey,"Blacktown, NSW",-,Ute / Tray,,,18999
3058,Holden,2016,Commodore,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,132906,White / -,"Como, WA",6 cyl,Sedan, 4 Doors, 5 Seats,24911
3059,Holden,2012,Barina,2012 Holden Barina,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.3 L / 100 km,140870,Black / -,"Coburg North, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,7990
3060,Holden,2010,Commodore,2010 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3 L / 100 km,322282,White / -,"West Footscray, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,8999
3061,Holden,2015,Captiva,2015 Holden Captiva 7 LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,123500,Silver / -,"Moorabbin, VIC",4 cyl,SUV, 4 Doors, 7 Seats,11990
3062,Holden,2015,Commodore,2015 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,131820,Black / -,"Maryville, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,27770
3063,Holden,2016,Trax,2016 Holden Trax LS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,25273,White / -,"Maddington, WA",4 cyl,SUV, 4 Doors, 5 Seats,15499
3064,Holden,2010,Captiva,2010 Holden Captiva LX (4X4),USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,11.5 L / 100 km,164145,Grey / -,"Punchbowl, NSW",6 cyl,SUV, 4 Doors, 7 Seats,8800
3065,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,93413,Black / Grey,"Ferntree Gully, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,19800
3066,Holden,2010,Caprice,2010 Holden Caprice,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.5 L / 100 km,89523,White / Black,"Toowoomba City, QLD",8 cyl,Sedan, 4 Doors, 5 Seats,27900
3067,Holden,2015,Captiva,2015 Holden Captiva 7 LS Active (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,133170,Black / Black,"Yagoona, NSW",4 cyl,SUV, 4 Doors, 7 Seats,12999
3068,Holden,2015,Commodore,2015 Holden Commodore Evoke (lpg),USED,Automatic,"6 cyl, 3.6 L",Rear,LPG,11.8 L / 100 km,131521,White / Grey,"Cheltenham, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,18990
3069,Holden,2018,Colorado,2018 Holden Colorado LS-X Special Edition,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,119100,White / Black,"Glenorchy, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31990
3070,Holden,2006,Astra,2006 Holden Astra CD,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,165722,White / Black,"Hamilton, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,5999
3071,Holden,2007,Rodeo,2007 Holden Rodeo LT,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,12.8 L / 100 km,520000,White / Grey,"Brooklyn, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,7999
3072,Holden,2018,Trailblazer,2018 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,159969,White / -,"Mentone, VIC",4 cyl,SUV, 4 Doors, 7 Seats,29777
3073,Holden,2015,Commodore,2015 Holden Commodore SS-V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.7 L / 100 km,82010,- / -,"Jandakot, WA",8 cyl,Wagon, 4 Doors, 5 Seats,43984
3074,Holden,2019,Trax,2019 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,100025,Silver / Silver,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20495
3075,Holden,2015,UTE,2015 Holden UTE SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.9 L / 100 km,133684,Blue / -,"Underwood, QLD",6 cyl,Ute / Tray, 2 Doors, 2 Seats,27990
3076,Holden,2009,Statesman,2009 Holden Statesman V6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,12.2 L / 100 km,228422,White / Grey,"Archerfield, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,13990
3077,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.1 L / 100 km,178173,Silver / -,"Slacks Creek, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,12990
3078,Holden,2007,Commodore,2007 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,141281,Red / -,"Moorabbin, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,16990
3079,Holden,2015,Colorado,2015 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,93726,Silver / Grey,"Dapto, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,34999
3080,Holden,2016,Colorado,2016 Holden Colorado LT (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,184421,White / Grey,"Richmond, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,22990
3081,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,10.2 L / 100 km,159178,Blue / Cloth,"Hendra, QLD",6 cyl,Ute / Tray, 2 Doors, 2 Seats,16990
3082,Holden,2014,Captiva,2014 Holden Captiva 7 LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,223031,Red / Black,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 7 Seats,10995
3083,Holden,2004,Crewman,2004 Holden Crewman S,USED,Automatic,-,Other,Unleaded,-,315641,Grey / Black,"Labrador, QLD",-,Ute / Tray,,,14990
3084,Holden,2011,Barina,2011 Holden Barina,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.6 L / 100 km,179868,Grey / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,5995
3085,Holden,2014,Cruze,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,119494,Grey / -,"Point Cook, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,11999
3086,Holden,2014,Barina,2014 Holden Barina Spark CD,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,103598,White / -,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,11990
3087,Holden,2015,Colorado,2015 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,142467,White / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,23913
3088,Holden,2012,Cruze,2012 Holden Cruze CDX,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,120732,White / -,"Campbelltown, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,9950
3089,Holden,2014,Colorado,2014 Holden Colorado LT Storm (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,155679,White / -,"Adamstown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
3090,Holden,2010,Cruze,2010 Holden Cruze CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.5 L / 100 km,95866,Black / -,"North Geelong, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10999
3091,Holden,2018,Colorado,2018 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.9 L / 100 km,126093,White / -,"Acacia Ridge, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23980
3092,Holden,2017,Trax,2017 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,65569,Blue / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,18999
3093,Holden,2015,Captiva,2015 Holden Captiva 5 LTZ (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.2 L / 100 km,110236,White / White,"Derwent Park, TAS",4 cyl,SUV, 4 Doors, 5 Seats,18888
3094,Holden,2019,Trax,2019 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,78000,White / -,"Acacia Ridge, QLD",4 cyl,SUV, 4 Doors, 5 Seats,15995
3095,Holden,2015,Captiva,2015 Holden Captiva 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,96024,White / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 7 Seats,13990
3096,Holden,2008,Calais,2008 Holden Calais,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,198011,Red / Part Leather,"Brooklyn, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,13999
3097,Holden,2016,Trax,2016 Holden Trax LS Black Edition,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,158215,Grey / -,"Beresfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12800
3098,Holden,2016,Commodore,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,100816,White / Cloth,"North Rockhampton, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,28990
3099,Holden,2010,Commodore,2010 Holden Commodore SS,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.9 L / 100 km,120110,Yellow / -,"Williamstown North, VIC",8 cyl,Ute / Tray, 2 Doors, 2 Seats,25999
3100,Holden,2014,Colorado,2014 Holden Colorado LX (4X2),USED,Manual,"4 cyl, 2.8 L",Rear,Diesel,7.6 L / 100 km,226543,White / -,"Minchinbury, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19990
3101,Holden,2004,Crewman,2004 Holden Crewman S,USED,Automatic,"6 cyl, 3.8 L",Rear,Unleaded,0 L / 100 km,220501,Red / -,"Loganholme, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,11995
3102,Holden,2011,Commodore,2011 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.9 L / 100 km,141895,White / Black,"Minchinbury, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,11990
3103,Holden,2017,Colorado,2017 Holden Colorado Z71 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,145506,White / Black,"Morley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36899
3104,Holden,2018,Captiva,2018 Holden Captiva CG 5 LTZ Wagon 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,-,AWD,Diesel,-,177101,White / -,"Maddington, WA",-,Wagon,,,16990
3105,Holden,2019,Equinox,2019 Holden Equinox LS Plus (fwd) (5YR),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.9 L / 100 km,88529,Red / -,"Stafford, QLD",4 cyl,SUV, 4 Doors, 5 Seats,13990
3106,Holden,2018,Captiva,2018 Holden Captiva 7 LTZ (awd),USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,10.1 L / 100 km,52719,White / Black Leather,"Berwick, VIC",6 cyl,SUV, 4 Doors, 7 Seats,22490
3107,Holden,2016,Trax,2016 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,151000,White / -,"North Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,13990
3108,Holden,2017,Calais,2017 Holden Calais V Director EDT,USED,Automatic,"8 cyl, 6.2 L",Rear,Unleaded,12.9 L / 100 km,42622,Grey / Black,"Berwick, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,79990
3109,Holden,2012,Cruze,2012 Holden Cruze CD,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,86230,Blue / -,"Thomastown, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,8990
3110,Holden,1994,Commodore,1994 Holden Commodore S,USED,Automatic,"8 cyl, 5 L",Rear,Unleaded,15 L / 100 km,241870,Blue / -,"Capalaba, QLD",8 cyl,Ute / Tray, 2 Doors, 3 Seats,29990
3111,Holden,2008,Captiva,2008 Holden Captiva SX (fwd),USED,Automatic,"4 cyl, 2 L",Front,Diesel,8.7 L / 100 km,217802,Grey / Grey,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,8999
3112,Holden,2006,Adventra,2006 Holden Adventra CX6,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,0 L / 100 km,310704,Grey / -,"Welshpool, WA",6 cyl,SUV, 4 Doors, 5 Seats,6990
3113,Holden,2016,Cruze,2016 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,92565,Red / Black,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,13990
3114,Holden,2017,Commodore,2017 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,166767,Red / -,"Balcatta, WA",6 cyl,Wagon, 4 Doors, 5 Seats,23990
3115,Holden,2005,Crewman,2005 Holden Crewman,USED,Automatic,-,Rear,Unleaded,-,161200,Blue / -,"Glenorchy, TAS",-,Ute / Tray,,,13990
3116,Holden,2014,Colorado,2014 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,147106,White / -,"Morayfield, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,22990
3117,Holden,2013,Captiva,2013 Holden Captiva 5 (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.2 L / 100 km,101470,Grey / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,13488
3118,Holden,2013,Commodore,2013 Holden Commodore SV6 (lpg),USED,Automatic,"6 cyl, 3.6 L",Rear,LPG,12.3 L / 100 km,146555,White / Black,"Mayfield West, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,19990
3119,Holden,2013,Captiva,2013 Holden Captiva 7 LX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,164738,Grey / -,"Eagle Farm, QLD",4 cyl,SUV, 4 Doors, 7 Seats,12990
3120,Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,-,Front,Unleaded,-,158210,Grey / Black,"Ringwood, VIC",-,Hatchback,,,14627
3121,Holden,2013,Commodore,2013 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,229394,White / -,"Welshpool, WA",6 cyl,Sedan, 4 Doors, 5 Seats,16990
3122,Holden,2000,Commodore,2000 Holden Commodore SS,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,13 L / 100 km,240566,Blue / -,"Osborne Park, WA",8 cyl,Sedan, 4 Doors, 5 Seats,19990
3123,Holden,2015,UTE,2015 Holden UTE SS Storm,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.4 L / 100 km,91150,Red / -,"South Nowra, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,34990
3124,Holden,2002,Monaro,2002 Holden Monaro CV8,USED,Automatic,"8 cyl, 5.7 L",Rear,Premium,13 L / 100 km,220369,Green / -,"Minchinbury, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,43990
3125,Holden,2011,Captiva,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,-,Other,Diesel,-,183924,White / -,"Granville, NSW",-,Wagon,,,9990
3126,Holden,2016,Commodore,2016 Holden Commodore SV6 Black 20 Pack,USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,11.7 L / 100 km,119895,Red / Black,"Hoppers Crossing, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,29990
3127,Holden,2016,Cruze,2016 Holden Cruze Equipe,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,145064,White / Grey,"Enfield, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,11990
3128,Holden,2009,Cruze,2009 Holden Cruze CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.5 L / 100 km,193232,Silver / -,"St Albans, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,6499
3129,Holden,2017,Colorado,2017 Holden Colorado LT (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,276573,White / Grey,"Ravenhall, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19999
3130,Holden,2012,Barina,2012 Holden Barina,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.3 L / 100 km,126550,Blue / Black,"Mordialloc, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,9999
3131,Holden,2007,Commodore,2007 Holden Commodore SS,USED,Automatic,-,Rear,Premium,-,249456,Red / Black,"Pakenham, VIC",-,,,,21888
3132,Holden,2015,Trax,2015 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,97298,Red / Grey,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,18999
3133,Holden,2017,Captiva,2017 Holden Captiva Active,USED,Automatic,-,Front,Unleaded,-,59720,White / -,"Moorabbin, VIC",-,Wagon,,,21990
3134,Holden,2018,Equinox,2018 Holden Equinox LTZ-V (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.4 L / 100 km,101111,Grey / -,"Pakenham, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27888
3135,Holden,2015,Commodore,2015 Holden Commodore SS-V,USED,Manual,"8 cyl, 6.2 L",Rear,Premium,11.5 L / 100 km,126306,Black / Dark Grey,"Hamilton, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,54990
3136,Holden,2013,Caprice,2013 Holden Caprice V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.5 L / 100 km,84333,Black / -,"Welshpool, WA",8 cyl,Sedan, 4 Doors, 5 Seats,34999
3137,Holden,2018,Colorado,2018 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,77017,White / Black,"Welshpool, WA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,34950
3138,Holden,2018,Colorado,2018 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,139181,White / Black Cloth,"Berwick, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27490
3139,Holden,2008,Commodore,2008 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,213297,Green / -,"Osborne Park, WA",6 cyl,Wagon, 4 Doors, 5 Seats,12990
3140,Holden,2015,Colorado,2015 Holden Colorado 7 LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,186710,Red / Black,"Maryville, NSW",4 cyl,SUV, 4 Doors, 7 Seats,24980
3141,Holden,2010,Commodore,2010 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,169220,Black / -,"Blacktown, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,25999
3142,Holden,2017,Colorado,2017 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,236601,White / -,"Williamstown, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,25997
3143,Holden,2006,Calais,2006 Holden Calais V,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,178950,Grey / -,"Osborne Park, WA",6 cyl,Sedan, 4 Doors, 5 Seats,10990
3144,Holden,2012,Captiva,2012 Holden Captiva 7 SX (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.1 L / 100 km,129145,Silver / Black,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 7 Seats,15669
3145,Holden,2014,Cruze,2014 Holden Cruze SRI,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,7.4 L / 100 km,163000,Red / -,"South Windsor, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7950
3146,Holden,2014,Captiva,2014 Holden Captiva 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,172770,Grey / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,11999
3147,Holden,2010,Commodore,2010 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,10.2 L / 100 km,219663,Yellow / -,"Belmont, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,17999
3148,Holden,2011,Cruze,2011 Holden Cruze SRI,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,161091,Blue / Dark Grey & Blue,"EPPING, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,6950
3149,Holden,2009,Commodore,2009 Holden Commodore International,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.6 L / 100 km,279100,Gold / Block,"Waratah, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,6990
3150,Holden,2014,Captiva,2014 Holden Captiva 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,94036,White / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,15913
3151,Holden,2005,Commodore,2005 Holden Commodore Acclaim,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.1 L / 100 km,242672,Silver / Grey Cloth,"EPPING, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,5950
3152,Holden,2018,Colorado,2018 Holden Colorado LS (4X4) (5YR),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,61472,White / Black,"Belconnen, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,35935
3153,Holden,2014,Colorado,2014 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,156597,Blue / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 7 Seats,25995
3154,Holden,2005,Commodore,2005 Holden Commodore SSZ,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,0 L / 100 km,114703,Silver / -,"Cardiff, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,27990
3155,Holden,2018,Commodore,2018 Holden Commodore LT,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,55912,White / Grey,"Enfield, SA",4 cyl,Wagon, 4 Doors, 5 Seats,22990
3156,Holden,2011,Colorado,2011 Holden Colorado RC LT-R Utility Crew Cab 4dr Auto 4sp 4x4 3.0DT,USED,Automatic,-,Other,Diesel,-,254784,White / -,"Minchinbury, NSW",-,Ute / Tray,,,17800
